# A2F. [[NeuAc(a2-6) Gal(b1-4) GlcNAc(b1-2) Man(a1-3)] [NeuAc(a2-6) Gal(b1-4) GlcNAc(b1-2) Man(a1-6)] Man(b1-4) GlcNAc(b1-4)] [Fuc(a1-6)] GlcNAc(b1-0)
# Reduced
# Metal:Na
# Method: EED
# Permethylated
# Precursor: Na+ 2982.5039

m/z	z	I
329.15682	1+	1425276
330.15217	1+	2488817
335.06311	1+	243289
335.30974	2+	239738
336.14159	1+	2227510
336.49797	3+	3647725
336.60953	1+	6330508
337.30848	3+	242978
338.15724	1+	1770369
339.96683	2+	257663
340.65672	2+	329815
341.10514	2+	278164
341.12024	1+	268160
342.15219	1+	3790483
342.44693	2+	259950
343.17246	1+	7882437
344.17021	1+	59319152
345.33524	1+	258189
346.12369	1+	3271031
346.17446	1+	1001009
347.82817	3+	234486
348.67794	1+	289516
354.12214	2+	354574
354.18843	2+	697703
355.01978	2+	255865
355.18388	2+	247474
356.01476	2+	238150
356.16783	1+	32745210
358.12357	1+	1591600
358.18588	1+	1164758
359.4683	2+	356876
362.18087	1+	1151882
362.81043	1+	252786
365.1352	2+	262266
366.15218	1+	3322187
368.16801	1+	7856600
368.20417	2+	282035
368.37511	2+	268871
369.17583	1+	2161191
370.18348	1+	1463200
372.64542	2+	295606
372.7949	2+	257532
374.1808	1+	1672022
376.19646	1+	29021202
377.2043	1+	1946704
378.62308	2+	251267
380.64678	2+	436629
381.29702	2+	384406
381.92008	2+	295971
382.14711	1+	1796805
382.18348	2+	885504
384.16275	1+	5174526
384.19936	2+	1192935
384.89283	3+	267095
385.18317	1+	1548200
388.23312	1+	271767
392.19172	1+	291243
392.82778	1+	714608
393.95821	2+	266133
394.70294	1+	279193
398.17857	1+	26067202
398.21483	1+	4613085
399.18627	1+	62765048
400.19409	1+	10534338
401.17812	1+	5711326
402.14987	1+	3420805
402.20972	1+	704303
404.1654	1+	756276
406.14471	1+	17126176
408.16273	3+	873333
409.14385	1+	836341
409.83538	2+	241801
410.17845	1+	2796693
411.62819	2+	261157
411.82397	3+	361264
412.1941	1+	3306998
412.43193	2+	315329
414.17336	1+	3796444
414.20978	1+	2067217
415.16039	1+	1065637
415.19364	1+	2152208
416.18907	1+	4936307
416.3448	2+	250740
417.17304	1+	2936117
418.20709	1+	3970254
419.36168	2+	273202
420.16041	1+	1415835
421.67526	2+	552597
422.03822	2+	264646
422.17649	1+	781195
424.19405	1+	2237258
426.17343	1+	1551974
426.20982	1+	2024941
428.15718	2+	300128
428.18906	1+	2206954
428.22547	1+	3511612
428.50969	1+	247504
430.2047	1+	4172099
430.2411	1+	1841801
431.18861	1+	1066572
432.22276	1+	3967473
434.2019	1+	350500
434.2386	1+	906505
434.45856	1+	267110
436.25412	1+	1689560
438.17101	1+	8434407
439.13927	3+	277437
439.99606	2+	282095
440.18907	1+	7915265
440.22567	1+	1331799
441.13701	3+	295294
442.24114	1+	12973812
443.15277	1+	385638
444.22036	1+	5842242
445.16783	1+	912715
448.15535	1+	13012078
448.71023	1+	257328
450.23334	1+	10772703
450.26975	1+	4758883
452.49723	3+	272377
453.66623	2+	380688
454.20472	1+	2764733
454.24062	1+	474110
456.18425	1+	5669356
456.22037	1+	10923603
458.19969	1+	12376769
458.23597	1+	7844728
460.19677	1+	374809
460.21592	1+	1002761
462.17105	1+	581300
464.24901	1+	8078175
468.28031	1+	6300430
469.25191	1+	1316443
469.69976	2+	2714526
470.19961	1+	6359764
472.15542	1+	10448685
472.21527	1+	68057712
472.25174	1+	17997902
474.16463	1+	3298337
474.23088	1+	3478755
476.24688	1+	3375522
476.85951	3+	309691
480.18165	1+	12881988
482.19958	1+	992059
484.17906	1+	405329
484.21556	1+	1630959
484.91145	3+	316101
486.1946	1+	3448648
486.23096	1+	20357316
488.21023	1+	4622958
488.24662	1+	10943994
489.66262	2+	366711
490.2622	1+	74258136
490.69275	1+	6531976
492.26854	1+	1924032
494.19729	1+	3420283
496.21545	1+	898641
496.27535	1+	563423
498.23095	1+	3956875
499.26259	1+	1657386
500.2102	1+	2154978
500.24664	1+	2345772
501.27816	1+	650091
502.22584	1+	3018715
502.75213	1+	263326
503.88371	3+	292680
503.92118	1+	462728
504.24134	1+	2702596
504.24595	2+	5438495
504.27791	1+	1759728
504.4125	2+	3961810
504.75207	1+	1210277
505.73594	2+	756898
506.22731	1+	5915757
506.23679	2+	1761377
508.33116	2+	270884
508.67287	2+	282025
509.15668	1+	273445
510.18399	1+	1304320
510.231	3+	277557
512.21065	2+	1251672
512.24419	1+	45320772
513.27831	1+	3990384
514.2259	1+	7580099
514.25121	1+	1200376
514.26228	1+	2614242
516.24202	1+	2122885
518.25729	1+	18839550
522.19123	1+	590234
522.73935	1+	293744
524.19969	1+	9210047
526.1045	2+	285390
526.19573	1+	2361999
526.22634	1+	1572887
526.33353	1+	694522
527.20293	1+	406906
527.25728	1+	884962
528.24192	1+	7144090
528.92067	3+	1756827
529.19431	1+	496897
529.272	2+	2187187
530.19298	1+	1063894
530.22144	2+	1702028
530.25717	1+	3657111
532.19029	1+	935204
532.23655	1+	3070550
535.61433	2+	278611
536.20817	1+	1662307
539.464	2+	350701
540.20643	3+	488937
540.24213	1+	1135951
540.92062	3+	922716
541.29218	1+	1267475
541.35077	1+	356529
542.22071	2+	2077632
542.25765	1+	3358395
542.93535	1+	34644148
543.30782	1+	1882162
543.93373	1+	544522
544.19994	3+	422051
544.23688	1+	1748055
544.23719	2+	8616535
544.27288	1+	6437291
544.80574	2+	1407258
546.25254	1+	3661899
550.22398	1+	988037
552.23913	1+	1755643
554.21833	1+	4302543
554.78602	2+	306507
556.23693	1+	9172148
557.71399	2+	973672
558.21619	1+	1130294
558.25173	1+	5314375
559.28385	1+	6329372
560.23193	1+	2195471
560.26817	1+	3725793
560.29173	1+	1358271
561.22435	2+	307414
564.20331	1+	1087724
568.23412	1+	1673907
570.25251	1+	448481
570.7797	2+	311404
572.23187	1+	2689913
572.26785	1+	17869800
574.24751	1+	5827977
574.28345	1+	6970047
576.2627	1+	1596315
578.21901	1+	3900401
580.23451	1+	2556039
586.24761	1+	6608821
588.26267	1+	78755824
589.97595	1+	303303
590.26855	1+	2663057
590.27878	1+	1507699
592.23448	1+	945035
596.22903	1+	1775307
596.2924	1+	643256
598.28406	1+	567729
599.31528	1+	845586
600.20043	1+	593035
600.26334	1+	1333008
601.32954	1+	531559
602.24233	1+	2307082
602.27891	1+	6053250
603.3098	1+	665116
604.25761	1+	16379466
604.29411	1+	2513790
608.22808	2+	499248
609.18092	2+	292980
609.48328	1+	286570
610.24458	1+	24704120
612.26327	1+	811858
614.27886	1+	2230453
616.25813	1+	1622330
616.29466	1+	2244948
618.27321	1+	194882976
620.28889	1+	33383830
624.26151	2+	779723
626.24003	1+	1485309
628.294	1+	1052915
630.27398	1+	2037585
630.84454	1+	347218
631.34148	1+	1796441
632.22713	1+	2416439
632.25303	1+	1713122
632.28947	1+	2633528
634.24728	1+	2498372
634.2687	1+	3450710
634.30518	1+	2145348
636.25376	1+	2822112
636.28395	1+	1837048
638.78455	2+	562887
639.58134	1+	352077
640.25581	1+	1831903
640.29381	1+	363743
641.32744	1+	1533985
642.27102	1+	9197753
643.34137	1+	14140507
644.28961	1+	3672590
645.35706	1+	2740595
646.2683	2+	770678
646.30519	1+	2362287
646.34015	1+	397277
648.28439	1+	4948765
648.3202	1+	1985050
650.30018	1+	1429936
652.25596	1+	1353001
654.2266	1+	942566
654.27115	1+	457530
654.33441	1+	1407963
655.30427	1+	516386
658.30545	1+	1021356
660.28448	1+	2016486
660.32072	1+	1424417
662.30001	1+	6854891
666.27082	1+	1328353
667.22719	1+	352901
670.3041	1+	341468
672.3234	1+	329745
673.35259	1+	6915449
674.30026	1+	2072444
675.3304	2+	404515
675.36766	1+	8826335
676.31574	1+	6706782
678.26454	1+	1871482
684.28199	1+	4809605
685.35263	1+	5309354
686.3007	1+	811233
687.36765	1+	17224352
688.31599	1+	626590
690.29514	1+	4366206
690.33094	1+	18920550
691.36289	1+	505156
692.31057	1+	3454307
693.82338	2+	1729255
694.32563	1+	2011126
698.29634	1+	962376
699.33178	1+	1398902
700.31599	1+	891026
701.34724	1+	1309500
702.74673	2+	321533
703.36251	1+	10035371
704.3109	1+	1623417
705.37887	1+	656599
706.29103	1+	1076554
706.32626	1+	1724499
707.29848	1+	560853
708.34142	1+	1264343
710.28825	2+	952936
714.82124	2+	334910
715.36334	1+	948580
716.30982	2+	2515031
716.34476	1+	800096
717.37835	1+	19802398
718.32608	1+	9988034
719.36278	2+	420915
719.39381	1+	2827916
720.30386	2+	1142091
720.34181	1+	777450
721.37273	1+	1299277
722.32146	1+	584275
723.88067	1+	315267
731.35802	1+	1605516
732.34204	1+	911320
733.37366	1+	2290512
734.32176	1+	714067
734.35641	2+	1533619
735.38875	1+	10160985
736.33618	1+	3126913
741.34234	1+	3016461
744.34225	1+	1319382
745.37375	1+	1923913
746.35486	1+	884391
747.38936	1+	892839
748.33824	1+	2159378
749.34538	2+	542821
749.40417	1+	791435
750.66592	1+	13579023
750.88894	2+	755832
751.38619	1+	1280164
752.30105	1+	1219170
757.33806	2+	712453
757.37006	1+	590102
757.37104	2+	1634436
758.31813	1+	26002344
759.35273	1+	2094632
760.33718	1+	1034477
761.36818	1+	1099102
763.3839	1+	20421012
764.33274	1+	392266
764.36758	1+	1465779
764.68166	1+	4999686
769.33764	2+	379280
771.29046	1+	516991
773.3686	1+	5611353
774.35293	1+	818419
776.36791	1+	27261620
777.33982	1+	3358727
778.36314	3+	518207
779.32072	1+	381445
779.35869	1+	361170
781.33431	1+	25329330
784.86494	2+	691877
785.36903	1+	497572
786.31393	1+	439380
787.38408	1+	1906292
788.32986	1+	448083
789.29979	1+	480913
789.36358	1+	2765613
789.40006	1+	2511179
790.34814	1+	1410253
791.29786	1+	344494
791.38139	2+	3311396
791.41507	1+	1508980
792.3628	1+	578804
792.36685	2+	1475594
793.39677	1+	10985338
799.40474	1+	385710
800.32987	1+	1176611
801.36331	1+	1548481
803.37809	1+	3516945
804.36349	1+	1312542
804.38649	1+	2730227
805.39483	1+	3181591
805.88184	2+	871828
806.3775	1+	1528403
806.40382	1+	924848
809.39198	1+	639431
810.90562	2+	1235537
811.34541	1+	1145226
811.40716	1+	1176633
811.88545	2+	515055
813.90303	2+	486017
815.37927	1+	4690059
817.39483	1+	6720597
818.37897	1+	985612
819.3725	2+	878989
819.40985	1+	8206664
821.38913	1+	7954169
822.34046	1+	533434
822.90678	2+	979617
825.42304	1+	48059452
831.37408	1+	10882097
831.8626	2+	587084
833.38915	1+	12034004
834.89156	1+	367598
835.40123	2+	720636
836.38974	1+	1344143
836.8622	2+	1496998
837.36113	1+	1376787
839.40338	1+	1431242
841.35557	1+	573858
841.4182	1+	1041769
846.84082	2+	1495128
847.40451	1+	35468696
848.38571	1+	2511564
848.41365	1+	9739970
849.38413	1+	1885642
849.4219	1+	1391654
850.36934	1+	735818
850.40379	2+	865157
851.88067	2+	543526
853.35549	1+	1190580
853.42127	2+	526782
855.37189	1+	3497564
855.43359	1+	2459147
856.90286	2+	790346
858.37122	1+	1369846
859.06769	3+	739513
859.41398	1+	361866
859.4429	1+	801605
860.38632	1+	1191642
861.38438	1+	665221
861.42005	1+	901634
863.3995	1+	47053836
864.38469	1+	3524366
865.41526	1+	6214245
866.39938	1+	12279994
871.90795	2+	597914
875.43742	1+	755255
877.41817	2+	2046004
877.45135	1+	1514303
877.93183	2+	421897
879.09621	3+	1079688
879.37047	1+	1970846
879.42777	2+	415737
880.41476	1+	1223722
882.36437	1+	1758340
884.43142	3+	1586422
886.36677	1+	877624
886.43857	2+	370214
888.09538	1+	446856
888.38135	1+	7285282
889.41622	1+	1188252
891.43186	1+	1798128
891.46749	1+	1309887
892.44174	1+	657905
893.41074	1+	1078624
894.39523	1+	2271032
896.41052	1+	899605
904.3767	1+	434342
905.41082	1+	1158135
907.46227	1+	3930050
911.39719	1+	1116362
912.43765	3+	2340103
913.93536	2+	1420774
915.36534	1+	385148
919.94776	2+	409148
921.44279	1+	6643015
921.47781	1+	1131008
923.45675	1+	1238395
926.78564	3+	3343144
929.40803	1+	846883
930.44702	2+	435485
930.78408	3+	611131
931.78264	3+	937367
935.42135	1+	2946355
935.45782	2+	1203434
936.11794	1+	536537
937.44057	2+	3756864
937.94693	1+	450754
940.78918	3+	2007362
942.46688	2+	604090
944.43075	1+	392673
947.12232	3+	859668
949.4366	1+	1421254
949.47282	1+	1035176
950.98359	2+	517993
951.45316	1+	2246922
953.40887	1+	2844106
953.46799	1+	1045862
953.50388	1+	1332831
954.47032	3+	388037
955.46163	3+	2220688
956.45948	3+	1113963
956.46235	2+	1596179
957.40429	1+	882889
957.40582	2+	1475421
957.97567	2+	1740416
958.45846	2+	390844
959.12325	3+	504654
960.13678	3+	2314374
961.12374	3+	884835
963.45312	1+	1594129
964.47873	2+	2381471
964.80367	3+	433728
965.46972	2+	1611847
965.48607	2+	1021968
966.9497	2+	596549
967.4824	1+	1632704
968.80611	3+	385692
969.47775	3+	1180869
971.46953	2+	523717
972.47758	2+	2721054
973.48381	2+	3995071
974.14081	1+	1360212
974.47684	3+	2845184
974.80237	3+	2092465
974.886	2+	813523
975.39012	1+	568290
978.15355	3+	576817
978.43428	1+	1041639
978.47081	1+	1568580
978.94991	2+	1767875
979.48364	3+	11566929
979.48377	2+	3751242
980.47913	3+	1519454
980.96957	2+	839463
983.97338	2+	1998478
984.81541	3+	27471800
985.4343	1+	26793976
987.48092	2+	4095760
988.4902	2+	1452564
988.81574	3+	2808223
990.14653	3+	1188529
991.48168	1+	2032112
992.49728	1+	924959
992.9665	2+	1204195
993.40119	1+	565374
993.98263	2+	2117972
994.48904	2+	2176914
994.81912	3+	7368065
995.4784	1+	1214084
997.11022	1+	539759
997.49377	1+	1542801
998.81878	3+	11730353
999.47966	2+	825033
1000.0128	2+	1784377
1001.83172	3+	822339
1002.4863	2+	7178069
1002.83559	3+	18837902
1004.15096	3+	6035250
1004.84338	3+	4186324
1006.15006	1+	1410199
1006.48248	1+	1661163
1006.82791	1+	2172885
1007.47891	1+	1668284
1007.99701	1+	1301753
1008.15697	3+	17221148
1008.17164	3+	5152746
1009.4941	3+	768622208
1011.00363	1+	80488296
1011.47296	1+	151584880
1011.81357	1+	12782051
1011.98589	2+	6883157
1012.00178	2+	17610882
1012.14731	1+	11890634
1012.17203	1+	17032504
1012.48898	2+	2643247
1012.80611	1+	2629954
1013.15222	3+	9849597
1013.47891	3+	8803198
1015.9971	1+	677916
1019.47908	1+	935169
1020.99074	2+	1164350
1021.4928	1+	930019
1022.97582	2+	650131
1023.5096	1+	5929674
1025.49096	1+	1687385
1027.44525	1+	865750
1030.49947	2+	1215453
1033.48837	1+	790160
1036.49716	2+	2822785
1037.48873	1+	4682337
1044.51054	2+	671647
1045.45637	1+	1249479
1048.48112	2+	1511582
1051.50445	1+	1662680
1051.51135	2+	2817817
1053.48478	1+	1075628
1053.52091	1+	1557117
1057.45617	1+	811767
1058.51461	2+	458790
1059.4721	1+	1591766
1059.52097	2+	2539054
1063.0011	2+	806253
1065.49839	2+	440046
1065.5242	2+	704759
1066.52837	2+	2506120
1067.49945	1+	21371432
1069.51523	1+	13326847
1073.48648	1+	632461
1074.5261	2+	3264860
1076.49284	2+	1392005
1079.4984	1+	1433225
1079.54155	2+	731746
1081.01627	2+	968375
1081.53361	2+	5226481
1081.55189	1+	1338356
1082.52121	2+	2024837
1083.49323	1+	523711
1084.48842	2+	517317
1084.98384	2+	677224
1085.01298	1+	436723
1085.51558	2+	645276
1089.53155	2+	10293258
1091.04056	1+	1309994
1091.49837	1+	15873489
1093.51533	1+	1659667
1093.51674	2+	2522030
1095.06264	2+	892605
1095.53241	1+	1664511
1095.56671	1+	495685
1097.01708	2+	1201367
1097.02442	1+	405854
1101.4815	1+	1424108
1101.49132	2+	937665
1101.52951	2+	2782005
1104.53595	2+	9668398
1109.04107	2+	898732
1111.5254	1+	7377375
1111.56237	1+	2691923
1115.50045	1+	599842
1117.52461	2+	650023
1119.48999	1+	699989
1123.02798	2+	749438
1123.46253	1+	906031
1124.50532	1+	447473
1124.54384	2+	457029
1125.54257	1+	4432920
1127.557	2+	1774402
1129.57353	1+	932283
1132.0457	2+	1040544
1133.50755	1+	8325798
1138.54533	2+	2469061
1139.02403	2+	1173998
1139.05019	2+	3042410
1140.02887	2+	1011990
1140.05523	2+	695541
1141.57449	1+	1602437
1145.57121	1+	555223
1147.03877	2+	593311
1149.54297	1+	456816
1151.5557	1+	2540761
1151.56315	2+	1745888
1154.54437	2+	9210375
1157.56905	1+	2048154
1160.57371	2+	474715
1165.07044	2+	676566
1165.53633	1+	806674
1166.57628	2+	1509657
1167.55343	1+	2690392
1167.58317	2+	3386771
1170.06594	2+	661803
1173.56574	1+	548458
1173.59314	1+	866270
1175.07698	2+	1294909
1179.55245	1+	984960
1179.55864	2+	828365
1181.57173	1+	1497393
1181.57825	2+	2210791
1182.58752	1+	822590
1183.09186	2+	3907859
1184.55466	1+	667041
1185.5647	2+	1308342
1189.09154	2+	5073881
1195.54725	1+	1268433
1195.5823	2+	1289941
1195.58299	1+	662747
1197.08844	2+	3455000
1197.56388	1+	1023317
1199.07498	2+	831146
1202.59042	2+	1329127
1204.09688	2+	4667201
1208.0798	2+	2456062
1209.56363	1+	3010599
1212.09675	2+	1663519
1213.60448	2+	3515418
1216.07818	2+	1028396
1219.07996	1+	475128
1220.0716	1+	433709
1223.07901	2+	615476
1224.09259	2+	6484240
1225.56	1+	832554
1227.07328	2+	1170980
1227.09955	2+	6929663
1231.54476	1+	1174914
1232.09017	2+	867702
1236.0743	2+	4518608
1239.57414	1+	4718463
1241.09511	1+	877392
1241.58873	1+	24258530
1248.10597	2+	986661
1249.55465	1+	1051677
1254.60962	2+	1126709
1256.09849	2+	1889033
1257.08553	2+	1092781
1258.62066	2+	6314411
1261.09453	2+	1082152
1262.09862	2+	1199741
1262.11729	2+	498932
1263.07188	2+	1573854
1266.10315	2+	921947
1269.10789	2+	726988
1269.11913	2+	937129
1271.09825	2+	1443218
1272.60813	2+	2614678
1273.1253	2+	4523183
1276.1365	2+	1245492
1277.10761	2+	3330510
1279.61399	2+	986420
1284.13364	2+	1876521
1285.58159	1+	890015
1287.11201	1+	695957
1287.61302	2+	1294054
1288.62008	2+	4449667
1292.63541	2+	1602621
1294.11694	2+	4098195
1299.13883	2+	4192955
1299.59606	1+	757788
1301.61187	1+	2339672
1301.64258	1+	734238
1304.12971	2+	1622568
1306.14437	2+	4928502
1309.12302	2+	1125376
1310.12958	2+	43137260
1313.64361	2+	4785626
1315.15145	2+	12626677
1315.62552	1+	2716328
1316.65626	1+	1084292
1326.14284	2+	11250288
1330.15732	2+	3446469
1332.61898	2+	525196
1333.67277	1+	921667
1337.60764	1+	1343099
1340.69597	1+	585873
1343.62257	1+	820747
1343.62952	2+	645991
1352.63723	1+	548827
1355.65674	1+	1051549
1356.68603	1+	1028643
1357.16182	2+	1720486
1361.16065	2+	737609
1361.64154	2+	501591
1363.64844	2+	828430
1370.69995	1+	989952
1379.66014	2+	622710
1384.68576	1+	1011563
1386.19384	2+	454219
1388.1596	2+	470848
1396.17553	2+	886412
1400.16816	2+	617256
1400.20123	2+	762258
1403.67124	2+	2619603
1408.6927	2+	1517211
1409.67242	2+	1665440
1414.6779	2+	630229
1416.68032	2+	1450498
1423.19562	2+	974576
1424.18183	2+	506969
1428.21221	2+	799242
1430.18439	2+	610942
1439.70108	2+	937502
1443.683	2+	1059279
1445.19018	2+	1899485
1451.2167	2+	1575051
1455.19709	2+	1420158
1457.73088	2+	1726703
1459.19567	2+	1178707
1460.706	2+	5872578
1465.72877	2+	4328697
1466.70569	2+	2475550
1468.72117	2+	2852357
1474.70397	2+	3105316
1476.71861	2+	15686163
1478.74495	1+	1701286
1481.71129	2+	8119209
1486.73279	2+	3010454
1490.71647	2+	4303255
1491.25728	2+	621161
1494.23094	2+	586970
1495.73708	2+	1191558
1497.72421	2+	11137075
1501.74007	2+	526475
1502.7459	2+	25901294
1506.72923	2+	4820263
1510.24317	2+	473686
1513.73724	2+	1777838
1515.20882	2+	622995
1517.76005	2+	802035
1519.71456	2+	737096
1528.765	1+	771837
1530.74231	1+	507671
1530.77677	1+	1657606
1544.75855	1+	681829
1544.79464	1+	649258
1546.7709	1+	977392
1554.74452	1+	669941
1558.77587	1+	1230010
1560.7875	1+	2573624
1575.77832	1+	840138
1578.79891	1+	1401209
1582.76532	1+	620426
1589.79248	1+	809153
1597.7589	1+	625206
1600.78086	1+	3430894
1606.79333	1+	2316890
1613.76941	1+	516266
1616.77117	1+	868944
1620.81443	1+	821982
1628.78035	1+	493550
1630.78736	1+	768736
1644.80238	1+	1546771
1658.79031	1+	1035892
1668.83318	1+	1230592
1672.80026	1+	636996
1675.78963	1+	702813
1688.73004	3+	535147
1688.80246	1+	713732
1690.81478	1+	4482216
1697.83525	1+	617526
1706.80877	1+	742577
1719.83312	1+	770235
1750.86931	1+	741400
1762.86417	1+	578411
1782.90052	1+	1759191
1804.88031	1+	3065644
1810.89584	1+	1254583
1877.93604	1+	599026
1887.91884	1+	715362
1891.95363	1+	926755
1905.96799	1+	1176422
1911.91703	1+	1407476
1921.96102	1+	1931432
1934.95752	1+	1150917
1935.97704	1+	2098575
1943.94567	1+	3092282
1946.01976	1+	908986
1951.97598	1+	1167445
1953.98797	1+	3740138
1966.99723	1+	1029933
1975.96947	1+	1284078
1981.98368	1+	2729082
1987.96683	1+	733973
1994.00488	1+	840103
1998.01237	1+	1794306
2004.98045	1+	569503
2010.00368	1+	761316
2036.02417	1+	608398
2050.00983	1+	1007957
2075.98973	1+	793429
2096.05201	1+	784772
2106.94717	2+	560553
2108.01278	1+	1930472
2110.06767	1+	1459365
2118.05999	1+	878186
2126.06224	1+	2361655
2140.04038	1+	1807421
2148.04173	1+	1939457
2158.08733	1+	3863296
2180.06856	1+	623572
2186.08349	1+	2495762
2232.11863	1+	703271
2273.69563	2+	648627
2287.09765	1+	1090956
2309.39929	3+	858014
2309.83363	3+	695014
2326.95281	2+	681348
2327.14568	3+	1002999
2327.38388	3+	632324
2327.62096	3+	891250
2327.78576	2+	962889
2327.89016	1+	751476
2343.1939	1+	726819
2356.19884	2+	652272
2358.52603	1+	708172
2385.20522	1+	984332
2389.87464	2+	886680
2390.12138	3+	937261
2401.81311	2+	718518
2401.94723	2+	828048
2402.11006	2+	989393
2402.55471	3+	667373
2421.23141	2+	950328
2421.31133	3+	848880
2421.35948	3+	1897432
2421.51662	3+	2129092
2422.00552	2+	739108
2422.09084	2+	821709
2440.92915	2+	693146
2481.74158	2+	602791
2597.26906	1+	2032111
3202.82225	3+	1197461
3203.02721	3+	1327400
3335.92341	2+	638034
3337.28456	2+	1001547
