# N012. [NeuAc(a2-3) Gal(b1-4) GlcNAc(b1-2) Man(a1-3)] [[Man(a1-3)] [Man(a1-6)] Man(a1-6)] Man(b1-4) GlcNAc(b1-4) GlcNAc(b1-0)
# Deuterium
# Metal: Na
# Method: EED
# Permethylated
# Precursor: 2Na+ 1215.1034

m/z	z	I
2131.03336	1+	41698208
2137.04753	1+	12721434
2141.07691	1+	28474632
2147.02789	1+	20729990
2157.07862	1+	17215262
2161.04505	1+	51023868
2165.0412	1+	14652399
2171.09367	1+	29675904
2176.04143	1+	6713726
2179.05588	1+	112205920
2186.0827	1+	10426815
2189.10677	1+	13401037
2191.04717	1+	5982580
2193.07418	1+	20160706
2203.05803	1+	28765704
2207.05349	1+	8846181
2211.08161	1+	84382928
2217.09658	1+	64371140
2220.04818	1+	9124159
2235.08069	1+	55201416
2245.13023	1+	18420196
2250.08021	1+	9265556
2258.13659	1+	9197235
2259.06162	1+	6528039
2261.08872	1+	18384582
2266.10267	1+	7404444
2288.1692	1+	8300145
2293.10527	1+	33073778
2301.15946	1+	16883478
2303.16027	1+	32526084
2307.30173	2+	6265804
2309.11334	1+	26389090
2317.18395	1+	30928046
2320.10735	1+	34304684
2323.13203	1+	126246696
2331.16663	1+	31239996
2333.18515	1+	125398216
2335.11836	1+	47403012
2345.17603	1+	32816806
2351.1268	1+	40816548
2355.15894	1+	418772672
2362.18736	1+	50376636
2365.14192	1+	230603088
2375.18771	1+	94927136
2383.15526	1+	137336144
2391.18294	1+	23676660
2397.16942	1+	291997952
2407.21357	1+	712739328
2415.18015	1+	104704032
2419.47251	2+	7883188
2429.19537	1+	54062792
2440.27065	1+	19047384
