# NA2F. [[Gal(b1-4) GlcNAc(b1-2) Man(a1-3)] [Gal(b1-4) GlcNAc(b1-2) Man(a1-6)] Man(b1-4) GlcNAc(b1-4)] [Fuc(a1-6)] GlcNAc(b1-0)
# O18
# Metal: Na
# Method: EED
# Permethylated
# Precursor: 2Na+ 1134.5587

m/z	        z	I
516.20553	1+	5908640
518.19983	1+	17211356
518.22057	1+	2722735
519.2624	1+	4645616
520.21318	1+	5677085
521.93484	3+	1859267
522.85384	1+	1926558
525.5447	1+	1993051
525.60251	3+	3070115
528.24204	1+	4269219
530.89286	1+	1947002
541.22357	1+	2474229
543.25281	1+	3170573
543.26751	1+	14434912
544.23812	2+	3396960
545.25685	1+	33994636
559.27176	1+	2098310
560.26781	1+	56638260
560.27053	3+	2935849
561.25064	1+	3781330
562.25184	2+	2435068
563.51811	3+	1996360
567.28494	2+	2004638
567.31368	1+	4783652
567.53021	2+	4243679
570.25279	1+	4913187
572.26869	1+	5280445
572.38121	1+	1917438
573.25326	1+	3589384
573.28608	1+	6250394
574.26096	1+	3649440
574.28486	1+	5221100
575.8019	2+	3006088
576.2455	2+	3456750
582.24961	1+	8140046
584.26832	1+	4478990
586.28417	2+	4593019
588.26308	1+	6551054
589.2472	1+	7342249
589.28128	1+	7094922
589.6412	1+	1996171
589.88407	1+	2499870
590.31489	1+	3125664
591.2631	1+	5422880
593.63731	3+	2930731
599.30202	3+	2919878
600.26323	1+	7796384
600.29918	1+	6253033
602.27881	1+	14561443
602.31251	1+	8225124
603.26169	1+	2107715
603.29683	1+	2333448
604.77145	2+	2857926
605.62642	3+	2941347
607.30858	1+	10767908
608.29148	1+	3261608
612.26306	1+	3917397
614.27874	1+	14591099
616.26043	2+	2493341
616.29463	1+	14911369
617.31433	1+	18686898
618.2734	1+	5469445
620.77016	2+	3546847
621.80362	2+	5341137
622.30752	1+	5299481
624.26029	1+	121150400
627.30922	1+	5566588
629.3129	1+	32373890
629.32545	1+	13941018
630.27384	1+	13136563
631.3298	1+	128965944
632.28939	1+	15309845
634.30475	1+	8060822
636.32263	1+	75832576
637.26782	1+	23878358
638.30156	3+	4945337
639.28335	1+	14072459
641.31722	1+	5902156
643.30976	3+	7192899
643.32968	1+	18355582
644.28908	1+	22457126
646.305	1+	51792504
647.32492	2+	9079930
648.32152	1+	11955987
649.26763	1+	2722756
653.64744	3+	2424072
654.30206	2+	5144112
656.28624	2+	2039481
657.3202	1+	9931232
659.32523	1+	42466100
659.33545	1+	8796692
659.78452	2+	6598040
660.284	1+	7367347
660.30216	2+	6373889
661.34237	1+	58630944
662.29965	1+	61034516
662.33569	1+	60936112
662.34985	1+	13092757
664.31517	1+	33111942
664.31597	2+	105220016
665.26425	1+	10987759
667.28033	1+	6669991
668.29967	2+	3807419
668.3487	1+	25120410
669.16549	1+	2142412
671.32422	1+	7051543
671.33612	1+	23139350
673.34034	1+	163861936
673.80364	2+	4745980
674.30073	1+	7778735
675.29785	1+	3071784
675.81187	2+	10175256
676.31515	1+	8973246
676.31525	2+	55508844
678.00015	3+	12785666
678.26439	1+	12073982
680.28959	1+	5505689
680.31194	1+	2551352
681.36937	1+	6041090
681.80267	2+	3372890
684.28127	1+	14322325
685.31454	2+	6307717
685.82508	2+	2390270
687.33093	1+	8302310
688.31319	1+	7490453
689.33285	1+	53883124
690.29484	1+	33856512
690.33131	1+	34422808
692.3104	1+	24245598
692.34627	1+	6469050
698.31009	2+	6204869
699.82014	2+	2650314
701.34657	1+	28672464
702.23123	1+	6657621
703.35091	1+	221759824
704.30977	1+	5671861
704.36278	1+	13693300
705.32813	2+	6708079
706.32547	1+	337069376
708.00914	3+	28575266
708.28242	1+	3063038
708.34084	1+	10493056
709.32616	1+	6080084
715.32569	1+	3443276
715.84344	2+	2455536
715.85585	2+	3964904
717.32686	1+	7058407
718.2855	1+	4129975
719.34677	1+	17549550
721.36156	1+	34734588
722.29947	1+	12850134
724.30624	1+	25016062
730.32419	1+	19943724
732.34455	1+	3751907
733.35359	1+	4275799
734.31923	1+	2321585
735.33846	1+	9519907
736.33597	1+	5703942
737.32713	1+	6841440
740.31051	1+	6982761
743.34396	1+	10289297
745.84854	2+	3715019
747.33867	2+	2445148
747.352	1+	27934380
748.27299	1+	5099007
748.36963	2+	3231896
749.35644	1+	221233936
750.35234	1+	63258884
751.33638	1+	2250930
752.30082	1+	4088827
752.32004	1+	2450252
752.8546	1+	2653154
754.3609	2+	3554629
758.31757	1+	7877456
759.8443	2+	2228526
760.85167	2+	5050319
761.36715	1+	4849096
761.86146	1+	4892262
761.87239	1+	3985273
762.35437	2+	6034641
763.87352	2+	2524167
764.37108	2+	36182040
766.3167	1+	19575140
766.85206	2+	5703031
767.86071	2+	2680615
768.86226	2+	3086046
769.86863	2+	14975233
772.33393	1+	151742048
775.87846	2+	2760723
776.87762	2+	15581023
777.86671	2+	5766110
778.3832	1+	105446760
780.36494	2+	2627224
782.36075	2+	4833279
783.36527	2+	9359915
783.87467	2+	8845428
784.87486	2+	16042327
790.36172	2+	11040816
790.38291	1+	6732392
791.86193	2+	3260521
791.8833	2+	9757811
793.36991	2+	199371488
793.88032	2+	41040692
794.37967	2+	20598304
798.3694	2+	5895297
798.87867	2+	13401578
799.38003	2+	31168944
800.36109	1+	3153449
800.88884	2+	41907256
804.3618	2+	8336461
804.39946	1+	26471936
806.37489	2+	10175624
808.39364	1+	7900400
813.88476	2+	3761509
814.88591	2+	31339604
816.36193	1+	3489350
819.3475	1+	3049325
819.38604	2+	7023831
821.37358	2+	2286842
821.39253	2+	7247320
821.87462	2+	6989836
823.38572	2+	6107566
823.41391	2+	2646919
824.38815	1+	9810047
825.39047	2+	3993753
829.39917	2+	10436739
832.36153	1+	4600579
832.39427	1+	4493646
834.37415	1+	18397590
834.40664	2+	22044920
834.40923	1+	7727311
835.40381	2+	3277794
836.38965	1+	17331074
836.425	1+	17250192
838.40498	1+	7281398
842.9001	2+	8707335
844.41497	1+	5637063
847.4297	1+	14451661
848.38952	1+	44371544
849.40978	1+	6674835
850.36883	1+	12367483
850.40507	1+	32712488
852.38438	1+	15137907
855.90625	2+	3650200
861.40128	2+	3576412
862.4224	1+	9826365
862.92407	2+	11219783
864.38322	1+	21598562
864.41415	2+	6741204
866.39917	1+	99235160
869.43097	2+	4998218
870.40777	2+	10769441
871.91828	2+	9096172
874.40327	1+	10226417
876.92747	2+	11951251
877.43703	2+	8559392
877.90293	2+	5920370
878.40058	2+	17476542
878.92621	2+	27029656
880.41477	1+	523464864
880.91589	2+	7645997
881.40652	2+	11790184
882.3629	1+	11516574
883.43266	2+	4621804
884.41264	2+	8813728
884.43488	2+	27670400
885.95438	2+	14776334
886.92567	2+	23720962
888.38079	1+	15960789
890.43865	2+	2763799
891.43013	2+	7022862
892.43268	2+	16733376
893.43279	2+	79184568
894.39319	1+	33335942
894.43514	1+	9464834
894.92508	2+	11307263
896.38974	1+	7864893
896.40975	1+	36866792
896.43817	2+	25566604
896.94507	1+	43510760
897.44694	2+	65936640
899.44109	2+	27378442
899.92088	2+	98447528
901.42955	2+	48722988
901.93157	2+	17847470
902.39659	1+	22402952
902.93849	2+	110455440
904.93149	2+	40032960
907.93546	2+	29022196
909.42846	2+	7229679
911.39568	1+	4887651
911.93515	2+	6702386
911.95064	2+	5429286
912.40642	1+	2837101
914.42661	2+	4589533
915.93328	2+	155896016
916.93675	2+	215104560
917.95894	2+	5183722
919.93424	2+	2483258
920.9416	2+	15663208
922.44455	2+	14077858
923.94983	2+	23158844
924.40444	1+	34466080
928.44191	2+	3960258
929.43174	2+	3363837
931.93801	2+	2506544
933.42744	1+	11504275
935.42413	1+	4589194
936.44095	2+	5697047
936.45505	2+	5447232
937.36859	1+	2678308
937.44836	2+	11858087
941.43686	1+	3007862
942.94057	2+	4814828
944.43772	2+	4255608
945.38778	1+	4597570
945.45571	2+	8380926
950.45898	2+	2819296
951.46367	2+	7168831
952.46321	2+	10750910
956.45433	2+	2743342
957.4663	2+	5921531
959.44414	2+	5548736
962.96346	2+	2747487
964.38183	1+	2807866
964.4597	2+	27528340
964.47225	2+	9390776
966.93022	2+	2510451
966.96319	2+	4177075
970.47446	2+	2989674
971.47685	2+	4327277
972.47236	2+	5376337
973.47784	2+	25143350
978.47179	2+	10835812
979.47926	2+	36397288
980.48586	2+	134523408
981.46632	2+	4828128
982.44721	1+	4981945
985.47978	2+	9904801
986.48443	2+	35296868
987.97931	2+	9126612
993.98162	2+	16182458
994.48454	2+	84147680
995.49068	2+	157550784
999.96875	2+	2590146
1001.49091	2+	261261040
1003.47541	2+	7861963
1003.48449	1+	10787001
1005.4424	1+	4343245
1006.0068	2+	3153192
1007.98289	2+	14454929
1009.48826	2+	162044704
1016.49612	2+	312233888
1017.97387	2+	5997154
1018.49018	2+	6353061
1018.5059	2+	5319473
1020.46512	1+	3548108
1021.49403	1+	3556514
1022.50447	2+	3190547
1023.48739	2+	10905040
1024.49396	2+	56252752
1031.48385	2+	4522858
1031.49789	2+	4663618
1032.49098	2+	27500654
1036.48575	1+	3744224
1037.9977	2+	21767424
1038.49514	2+	8375023
1038.50689	2+	28914640
1038.99624	1+	6464784
1039.01239	2+	9318857
1039.49838	2+	292880416
1041.47817	2+	3148564
1046.00161	2+	7687166
1046.48619	2+	6856738
1051.9845	2+	8353118
1053.49807	2+	13608054
1053.5158	2+	17342582
1054.504	2+	145665168
1060.50526	2+	8340506
1060.5221	2+	11226051
1062.01258	2+	8703880
1063.5051	1+	8405738
1065.50552	1+	8421942
1065.52394	1+	6729103
1066.52668	2+	4982592
1067.00907	1+	3037578
1067.02631	2+	10629601
1067.51244	2+	6946701
1068.48429	1+	16237889
1068.51936	2+	25922410
1070.4991	1+	6399592
1074.52264	2+	5249306
1075.52852	2+	22578672
1077.01761	2+	5065800
1077.48436	1+	3475382
1079.50044	1+	8621175
1081.03128	2+	23319478
1082.03231	2+	12803997
1082.51007	2+	18322438
1084.02033	2+	22238968
1088.53499	2+	13714460
1091.54054	2+	16012748
1093.5142	1+	15312281
1095.53036	2+	26457182
1096.5345	2+	76891568
1097.54035	2+	189268032
1098.49452	1+	22130540
1100.50911	1+	85667040
1102.53912	2+	15505233
1102.57062	2+	12410821
1103.54204	2+	99299952
1105.53552	2+	23256984
1106.55552	2+	7319363
1107.55629	2+	19303572
1108.49963	1+	7304547
1110.53427	2+	18369820
1111.05904	2+	17751606
1112.04191	2+	220286800
1113.04611	2+	13658825
1113.56568	2+	40043808
1117.54287	2+	36099820
1118.54599	2+	411523712
1119.06775	1+	23453796
1119.53005	2+	30305922
1122.06048	2+	31959522
1124.57097	2+	237128112
1125.54066	2+	20271564
1126.54389	2+	151279984
1127.54577	1+	14700538
1128.06788	2+	31342782
1128.50406	1+	39059796
1129.57343	2+	76242344
1130.05213	1+	30796120
1130.55452	1+	27383226
1131.5528	2+	113216704
1133.55603	2+	1247436288
1134.55871	2+	14186930176
1136.51931	2+	138654784
1136.53986	1+	123771720
1138.05655	1+	102313912
1138.07643	2+	36041536
1138.52196	2+	50687420
1138.55835	1+	121282232
1140.53451	2+	59843676
1140.56516	2+	163354992
1141.46034	1+	8908987
1141.59994	1+	4919620
1143.53967	1+	20062656
1144.45706	1+	3733314
1153.53502	1+	7536644
1155.47686	1+	3896080
1159.53436	1+	6008928
1171.53138	1+	6915878
1199.56403	1+	8077780
1223.5843	1+	2994192
1241.5817	1+	4026448
1253.59023	1+	6229535
1255.60593	1+	13129512
1264.57866	1+	4756430
1267.6053	1+	7912701
1268.62843	1+	3076431
1271.6249	1+	5737678
1281.58277	1+	5637935
1283.60042	1+	12094393
1285.6172	1+	18579628
1287.63141	1+	6483242
1295.59914	1+	9268486
1297.61533	1+	35075396
1301.62965	1+	9001948
1307.6586	1+	39769812
1313.6111	1+	34115716
1315.62497	1+	11345640
1319.64551	1+	44770608
1326.66284	1+	14145644
1327.62631	1+	23504680
1329.64125	1+	112353824
1335.65515	1+	6379061
1341.60228	1+	13780239
1341.62425	1+	15748399
1345.63665	1+	31530082
1347.64141	1+	38533160
1351.64908	1+	7545931
1356.63553	1+	4940376
1357.63444	1+	10815816
1359.61021	1+	3687769
1361.66801	1+	7363751
1370.65839	1+	6828153
1372.67292	1+	9054205
1373.63085	1+	28343486
1375.63911	1+	3763321
1386.65073	1+	5019959
1416.65979	1+	8732348
1440.70005	1+	3489130
1446.67613	1+	5069413
1455.7202	1+	4360882
1472.72635	1+	8846722
1484.72878	1+	6809117
1486.7433	1+	12339262
1487.69533	1+	3993953
1488.75749	1+	17899996
1489.71188	1+	8014566
1500.75819	1+	14022646
1502.73283	1+	6971717
1504.74206	1+	6075928
1508.69578	1+	4601402
1512.72763	1+	6579098
1514.7405	1+	13064994
1516.75028	1+	61601732
1519.76264	1+	60735556
1521.73475	1+	9558831
1528.75814	1+	14647331
1530.76757	1+	73168496
1534.74227	1+	39326624
1544.74991	1+	20133948
1546.76045	1+	65205380
1549.7351	1+	42077684
1557.76475	1+	7054628
1560.77747	1+	98458952
1563.75106	1+	621810240
1574.7646	1+	36554088
1576.77225	1+	142493744
1579.78873	1+	8319277
1586.72036	1+	3555217
1590.75574	1+	9085414
1592.76622	1+	31221374
1598.75954	1+	4040332
1600.76801	1+	46209656
1606.7817	1+	187331232
1621.76903	1+	14517293
1623.78018	1+	4289929
1632.79665	1+	4238288
1634.77904	1+	8890562
1635.81269	1+	19226998
1648.83185	1+	13701235
1650.76543	1+	4308533
1660.82774	1+	4366936
1662.80778	1+	27997216
1675.81837	1+	4488033
1690.84167	1+	9809190
1703.80856	1+	3866041
1704.85002	1+	8083175
1706.83539	1+	11263067
1716.82601	1+	3619808
1718.8396	1+	21959010
1721.85222	1+	36913752
1726.80871	1+	22553542
1732.86087	1+	10538089
1734.86653	1+	57784628
1738.85928	1+	13534573
1750.86093	1+	92885472
1756.88732	1+	11465925
1762.87136	1+	29715290
1764.87544	1+	271401696
1770.90173	1+	82514456
1777.85714	1+	57137308
1780.87323	1+	114045168
1782.88522	1+	177373952
1784.89274	1+	183117984
1790.84558	1+	5802551
1792.88598	1+	52258624
1795.8549	1+	33814192
1795.90896	1+	19405748
1796.91232	1+	4989285
1798.85773	1+	55901196
1804.86388	1+	43713912
1808.80344	1+	27994844
1808.93211	1+	11008435
1810.88367	1+	180274352
1811.82608	1+	19360872
1816.81754	1+	8125664
1851.90862	1+	8157639
1921.9323	1+	3775375
1934.96454	1+	4465837
1937.98316	1+	6854853
1967.98941	1+	12520163
1979.99262	1+	19187730
1994.98415	1+	4396667
1996.99333	1+	7133127
2010.00126	1+	13636281
2025.99738	1+	5162347
2029.01521	1+	10727107
2049.99244	1+	24733136
2056.00766	1+	19243262
2080.00501	1+	10632869
2086.01213	1+	10247355
2142.0622	1+	5309716
2172.0838	1+	10432292
2184.09705	1+	5922754
2194.07156	1+	4919345
2200.08973	1+	3854143
2202.10482	1+	13677032
2214.10108	1+	19535088
2226.09778	1+	10000342
2232.11181	1+	12171868
2236.08026	1+	9926498
2246.12523	1+	202118640
2254.09024	1+	16762177
2268.10932	1+	15280173
2380.36317	2+	4241962
3166.00052	1+	7391396
