# LNFP 2. [Fuc(a1-4)] [Gal(b1-3)] GlcNAc(b1-3) Gal(b1-4) Glc(b1-0)
# Deuterium
# Metal: Na
# Method: EED
# Permethylated
# Precursor: Na+ 1117.5835

m/z	        z	I
586.2841	1+	51408404
589.28348	1+	190868800
591.32107	1+	25780500
592.30538	1+	26592732
598.28428	1+	111480056
600.30086	1+	76733904
603.32197	1+	70754616
605.30149	1+	44603464
605.33712	1+	196205904
606.32119	1+	114045944
614.27914	1+	64037860
615.32196	1+	29288764
616.29573	1+	89823208
617.33689	1+	42700976
628.29485	1+	69855904
630.27417	1+	32364352
631.31863	1+	95966736
632.29089	1+	37340672
633.3326	1+	209417280
635.34768	1+	2516722176
636.33165	1+	58262556
636.35735	1+	83273368
638.33883	1+	189392096
644.28976	1+	154342992
645.33263	1+	108458656
646.3053	1+	151924032
647.34754	1+	308655552
649.30579	1+	19879650
649.32747	1+	52244784
651.34296	1+	154239888
654.34233	1+	130237280
658.30544	1+	21457060
660.3205	1+	1331164672
661.33225	1+	68120696
663.34266	1+	332384544
665.29957	1+	24482780
674.30025	1+	93440600
676.31543	1+	2020123776
677.35816	1+	2462039296
678.33288	1+	88981288
678.36866	1+	153437216
679.31642	1+	24010774
681.35325	1+	22477932
682.3374	1+	82653880
690.2943	1+	23521112
691.33811	1+	52611732
693.35319	1+	574314560
695.31005	1+	14344216
706.32704	1+	68880464
709.34884	1+	72145296
721.34899	1+	110809208
723.36383	1+	89053624
725.32076	1+	22121386
734.35753	1+	213714992
737.37968	1+	21977174
739.35915	1+	18201532
749.38012	1+	23888592
751.35937	1+	90442832
751.39532	1+	19285784
753.37471	1+	32011442
763.39558	1+	19863746
764.36937	1+	43294616
765.41071	1+	43592560
767.3538	1+	44507008
776.36964	1+	24444560
777.41172	1+	46611152
779.39091	1+	61227624
779.42649	1+	36895268
781.40553	1+	38608888
790.38512	1+	38282428
793.40651	1+	35543972
795.38573	1+	73092040
795.42125	1+	35396140
802.38465	1+	26996900
805.40578	1+	33548408
806.41776	1+	83499648
807.42181	1+	136488192
809.43713	1+	1229736064
810.42157	1+	221912336
811.41495	1+	60828028
818.37984	1+	24729068
819.42239	1+	45295920
820.39585	1+	55855448
821.4371	1+	70845768
823.41708	1+	39269860
825.43181	1+	84189304
832.39527	1+	28933434
834.40986	1+	1233695360
836.39054	1+	39203600
837.43271	1+	200335312
838.40597	1+	39800300
839.44926	1+	116031856
849.39514	1+	38968304
849.43276	1+	78285080
851.44768	1+	842579456
853.42819	1+	38489300
865.42831	1+	122891568
866.39992	1+	170930112
867.44264	1+	413740128
878.40105	1+	41482408
880.41572	1+	1239051520
881.45826	1+	1680340224
883.43873	1+	67388920
895.43789	1+	60460964
897.45339	1+	429493056
909.45365	1+	52492492
911.4686	1+	1368888192
913.44834	1+	66413580
925.44904	1+	71611568
927.46349	1+	1013537024
929.48123	1+	107797984
941.47945	1+	50259748
952.47402	1+	75116784
955.45977	1+	67698744
956.4949	1+	49044748
957.47437	1+	1278334848
969.51053	1+	101418528
983.49159	1+	47509500
985.50582	1+	112987976
997.50707	1+	78786160
1012.49472	1+	411829664
1013.53772	1+	41204988
1016.52366	1+	35328620
1025.53698	1+	49791768
1027.5175	1+	39460544
1041.5304	1+	604243904
1043.54812	1+	363242144
1053.533	1+	45733924
1055.5473	1+	569875136
1057.52581	1+	547044288
1069.52797	1+	81243808
1071.54359	1+	504040416
1073.55859	1+	191638112
1083.54514	1+	66734892
1085.55793	1+	1416463104
1087.53755	1+	113011896
1097.60809	1+	605110976
1101.55339	1+	446329600
1114.63418	1+	552219200
1115.56946	1+	3494810624
1117.58347	1+	67977551872
1121.53087	1+	67217328
1121.61692	1+	81608488
1122.58923	1+	93021240
1123.55145	1+	47011284
1124.62912	1+	107596176
