# Lewis Y. [Fuc(a1-2) Gal(b1-4)][Fuc(a1-3)] GlcNAc(b1-0)
# O18
# Metal: Cs
# Method: EED
# Permethylated
# Precursor: Cs+  978.3554

m/z	        z	I
489.17784	2+	8397462
492.09932	1+	7761868
494.10355	1+	13859272
495.0628	1+	8401957
497.0784	1+	25671052
497.11472	1+	56506300
498.09715	1+	5368802
499.75245	1+	6356359
503.21347	1+	67706120
506.11504	1+	57001716
508.11934	1+	24471656
509.07829	1+	16065500
511.094	1+	213383024
513.0735	1+	11832975
513.10967	1+	32580238
513.76796	1+	17364844
517.19264	1+	60777164
519.19423	1+	16350649
519.20825	1+	49376612
522.0978	1+	10070876
523.25529	1+	4943999
524.11443	1+	114335800
526.13016	1+	108632144
527.08878	1+	204066000
533.18789	1+	16716615
535.20324	1+	7275335
536.11454	1+	13387006
536.1256	1+	8849984
537.17496	1+	8595204
538.1298	1+	336120512
539.09033	1+	5336764
539.13878	1+	6052487
541.10448	1+	651465792
542.11271	1+	90702800
542.12484	1+	131560944
543.12022	1+	93964552
550.10478	1+	14683749
552.10901	1+	13561857
552.44643	2+	4923028
554.12454	1+	157412800
554.96761	1+	6700100
555.12189	2+	11887300
557.09969	1+	7388486
566.13616	1+	8157092
568.14033	1+	1278995968
569.15016	1+	45427296
570.11944	1+	40770380
570.14724	1+	17432446
570.96244	1+	22249270
571.11522	1+	13229128
575.06287	1+	5451020
576.97859	1+	22780264
582.12002	1+	16209686
584.13542	1+	265303264
585.09476	1+	8727567
585.13265	1+	12375773
585.14527	1+	7775239
586.15043	1+	14662502
587.14646	1+	69428440
588.1019	2+	12885640
590.99418	1+	33555172
591.26287	1+	5079618
594.16786	1+	22719120
594.96258	1+	17750502
595.11652	1+	11502762
597.13132	1+	18062344
598.11367	1+	9560764
598.95707	1+	18686174
600.12892	1+	24846226
600.97292	1+	15653734
608.31212	2+	14956323
608.73811	2+	5543871
608.79271	1+	20626876
608.94094	2+	12561920
608.95986	1+	17939224
608.97832	1+	87095200
610.15002	1+	5695766
610.99373	1+	41596620
611.11133	1+	19306708
612.12909	1+	32182400
614.14579	1+	681845120
626.14485	1+	15379993
628.12352	1+	8715147
628.162	1+	26539310
628.96729	1+	10621592
629.12067	1+	5340796
630.3337	1+	13336526
631.12325	1+	9916495
633.17842	1+	11747045
638.15747	1+	4515434
640.16158	1+	75598408
640.34261	1+	59597808
642.14163	1+	17574530
643.13649	1+	11325610
654.17586	1+	9763283
656.15639	1+	82701072
656.19284	1+	149950944
658.13564	1+	24075128
666.1778	1+	6328149
666.18838	1+	13956701
667.44582	1+	34533152
668.19286	1+	77968784
670.17201	1+	251359056
673.14687	1+	10072691
680.19332	1+	8494127
680.20366	1+	5322359
682.20836	1+	24978146
684.18612	1+	20101350
686.16742	1+	5637284
686.20327	1+	29409816
694.35083	1+	9665747
696.18808	1+	15974152
696.19904	1+	4509023
698.20389	1+	54557068
700.21909	1+	136396288
700.36368	1+	87659952
701.20303	1+	113557200
710.20382	1+	16855556
712.21914	1+	177870704
712.22915	2+	10008856
713.17903	1+	7733711
715.19358	1+	48335844
716.21243	1+	13750358
721.43858	1+	11472485
726.1989	1+	32676864
728.21393	1+	361914304
730.2292	1+	111288200
731.23894	1+	31297664
738.20932	1+	4748516
740.21352	1+	23847590
740.22532	1+	125881696
742.22955	1+	638920256
744.20955	1+	47829464
746.22533	1+	25682798
748.24084	1+	9100964
754.20462	1+	84816184
756.20935	1+	47209788
758.22454	1+	486983296
772.24011	1+	850342912
774.21991	1+	113649056
775.2127	1+	7392785
786.21948	1+	41734476
788.23552	1+	483908480
790.25078	1+	113953240
791.20867	1+	5307156
800.2338	1+	6217267
802.21277	1+	23897766
804.23128	1+	44188684
816.23365	1+	22045234
816.26639	1+	22414178
818.24554	1+	2654492416
828.26773	1+	7495962
830.24344	1+	8227780
830.28208	1+	22726146
832.22489	1+	38582040
832.26133	1+	63784340
842.29331	1+	18105552
844.26217	1+	17960620
846.24125	1+	95890472
846.27696	1+	198674896
848.25761	1+	28607158
858.27836	1+	9408699
860.29252	1+	259570992
862.27203	1+	88627584
868.43908	1+	5714532
870.27694	1+	10804221
872.2939	1+	53495540
873.28532	1+	20980356
874.27273	1+	58677400
874.3085	1+	51562368
877.29562	1+	20045586
884.29337	1+	14015168
886.30841	1+	58817328
888.28878	1+	24625172
890.26705	1+	27901846
890.30343	1+	14014588
900.28768	1+	22671048
902.30391	1+	272004736
904.3188	1+	436804448
914.30298	1+	18403932
914.31495	1+	25943880
916.31881	1+	402173536
917.27693	1+	14794257
918.29839	1+	44127468
920.31433	1+	41557000
930.29843	1+	14103706
932.31342	1+	611354304
934.33002	1+	222305536
944.32506	1+	30089336
946.3294	1+	1428399488
948.30905	1+	165941856
962.32458	1+	409311040
976.32685	1+	38535192
976.35547	1+	6533624
978.35544	1+	43553431552
978.54608	2+	54680584
978.5982	2+	65021828
978.67673	1+	14769318
978.9603	1+	25968714
979.01397	1+	16673298
979.10184	1+	27382172
979.58033	1+	12557201
980.02009	1+	18076342
981.0281	1+	20387924
981.33141	1+	137007216
981.34878	1+	85107280
981.59844	1+	18402514
981.69035	1+	7350910
982.46666	1+	12907553
