# N223. [Gal(b1-4) GlcNAc(b1-2) Man(a1-3)] [NeuAc(a2-6) Gal(b1-4) GlcNAc(b1-2) Man(a1-6)] Man(b1-4) GlcNAc(b1-4) GlcNAc(b1-0)
# Deuterium
# Metal:Na
# Method: EED
# Permethylated
# Precursor: 2Na+ 1235.6174


m/z	z	I
356.16802	1+	272403808
357.13945	1+	26782614
357.15197	1+	38073192
358.12378	1+	14464275
358.18607	1+	37339088
358.5127	1+	8652143
362.18023	1+	14068185
364.51222	3+	5920443
365.11869	2+	9515288
365.51398	2+	6133024
366.15232	1+	41881856
368.16814	1+	82462560
369.17581	1+	29638308
371.16757	1+	22228068
372.20167	1+	40576736
374.1809	1+	75789344
376.19654	1+	456463520
377.20465	1+	48727556
377.84352	3+	7476039
378.15272	1+	6304288
379.13436	2+	6690591
380.16802	1+	31039038
382.18419	1+	24231694
384.16288	1+	38267652
384.19917	1+	16548144
385.14695	1+	18836838
386.1809	1+	62004064
386.20096	1+	60314264
387.16252	1+	13760189
387.20862	1+	36807372
388.13481	1+	21118082
388.16038	1+	7135526
388.19665	1+	40008948
390.15002	1+	17940104
390.21114	3+	12688439
394.18366	1+	21101554
396.16283	1+	16757210
396.19994	1+	22460132
398.17878	1+	300274272
399.18637	1+	868986624
399.2078	2+	19151874
399.54181	2+	27433232
400.19446	1+	72142120
401.17822	1+	69782752
402.14989	1+	40186768
402.21225	1+	37895556
403.15739	1+	6459240
403.2204	2+	5955019
403.69113	2+	7948299
404.19153	1+	17963962
404.2084	2+	7574830
406.14475	1+	330179616
406.87937	3+	9374565
407.12803	1+	7735241
408.71036	2+	7484564
408.71726	1+	8264342
408.88481	3+	6803555
409.04489	2+	8980430
409.14457	1+	12607324
409.37745	2+	6272586
409.54699	3+	14362945
409.55425	2+	20117010
409.7143	3+	17094208
411.15944	1+	15308203
411.87272	3+	514671456
411.8795	2+	620591040
412.03994	3+	443892608
412.04649	2+	586175680
412.19415	1+	50016992
412.88697	3+	5919345
413.1416	1+	6747035
413.19736	2+	8807993
414.14354	1+	12847220
414.17364	1+	31660388
414.20998	1+	27947420
414.23206	1+	23405484
415.15793	1+	26266622
415.1936	1+	151539072
416.16582	1+	82806184
416.18912	1+	47643536
417.17317	1+	57621412
418.2072	1+	146945552
420.16049	1+	54764172
420.22274	1+	14528580
421.23129	1+	9312682
422.26232	1+	21344652
424.15847	1+	9772530
424.1944	1+	35707716
425.22628	1+	15258537
426.17339	1+	36787824
426.20941	2+	50230580
428.18906	1+	73666040
428.22554	1+	203368752
428.24769	1+	31903326
428.69918	2+	5941758
429.2198	1+	33952060
430.20469	1+	142022768
431.15205	1+	6359300
432.22273	1+	1389009024
433.16807	1+	25975412
434.13971	1+	13702661
434.20206	1+	22366172
435.18355	1+	10595016
436.2177	1+	14731864
439.15497	1+	39518536
440.18905	1+	139202864
442.20468	1+	126335960
443.15316	1+	9254652
444.22038	1+	94190632
445.16801	1+	19166754
446.19979	1+	19161884
448.15537	1+	79223328
448.21773	1+	124423096
448.27647	1+	21181004
450.23329	1+	355024032
452.18641	1+	10312091
452.24104	1+	6934614
454.2047	1+	50257708
456.18398	1+	90222984
456.22033	1+	175484448
458.19961	1+	246718016
458.23591	1+	102302840
458.25784	2+	26820516
460.21508	1+	32981302
461.16361	1+	23224540
462.23331	1+	175289856
463.17922	1+	13864947
464.24899	1+	2951356416
466.25567	1+	66467668
468.22051	1+	18450176
468.24331	1+	11548928
470.19956	1+	135847696
470.25824	1+	179334144
471.18245	1+	7882043
472.21525	1+	1013441984
474.1646	1+	67165864
474.22379	1+	14880057
476.21267	1+	46786556
478.15746	1+	15509413
478.22828	1+	23113568
478.26342	1+	14632589
480.18155	1+	68809256
480.24386	1+	53403352
482.25653	3+	19250566
482.58863	3+	5886877
484.18028	2+	8272908
484.21516	1+	30320198
484.27393	1+	66088472
486.1709	1+	266393408
486.23089	1+	926307840
487.23906	1+	90023448
488.18038	1+	25811056
488.21022	1+	94077040
490.22724	2+	16764100
490.28776	1+	12749364
491.17313	1+	6192444
492.24391	1+	31596382
494.19752	1+	74047576
494.25951	1+	287878272
498.23085	1+	67375464
498.25352	1+	13207607
500.21015	1+	29837768
500.24654	1+	29373382
500.26882	1+	145565040
502.2257	1+	316155488
502.28439	1+	369857952
503.23375	1+	31828500
504.24115	1+	25964748
505.76124	2+	6392107
506.19613	1+	12648145
506.25942	1+	13688331
508.23885	1+	77022320
512.21102	1+	18106068
512.24661	1+	47194560
512.26893	1+	19610784
514.22607	1+	114214200
514.28438	1+	558312384
515.20906	1+	7347581
516.20482	1+	31806244
516.24144	1+	22727138
516.26333	1+	27387784
518.20064	1+	7405002
519.26837	1+	7060076
520.24077	2+	14524550
521.27004	1+	7990085
522.31397	1+	19986262
524.27029	1+	12244179
526.2262	1+	25149118
528.23958	2+	6579145
528.24196	1+	102080360
529.88254	3+	17231774
530.22103	1+	36931960
530.25713	1+	55217552
530.2795	1+	163983584
531.20274	1+	5850144
532.23613	1+	27940814
532.29515	1+	13767761
534.25419	1+	47253612
535.28886	3+	7598465
536.2078	1+	20817628
536.23372	1+	13065454
536.60357	3+	9159549
538.28616	1+	8259130
539.91115	3+	8462509
540.24167	1+	16611534
540.62153	3+	6669143
542.22125	1+	43078624
542.25755	1+	43994692
544.23679	1+	194781504
544.27253	1+	100525256
544.29583	1+	549738624
545.21934	1+	5818871
546.25182	1+	49163072
546.31073	1+	86131384
548.27002	1+	10894550
548.28908	1+	17616836
550.22369	1+	15252468
550.62537	3+	6040557
554.2183	1+	134372736
556.23678	1+	114324480
556.29435	3+	6338349
558.21621	1+	17432776
558.2523	1+	68016504
558.27521	1+	11124731
560.23135	1+	33772360
560.26766	1+	128848800
560.2904	1+	88805048
562.30568	1+	139211248
564.26633	1+	13767955
568.27282	1+	8886609
570.25251	1+	25787150
570.28998	2+	12926708
572.23152	1+	53572216
572.26784	1+	168482224
574.24734	1+	95996856
574.28306	1+	118216312
576.26207	1+	16890308
576.30136	1+	13897417
578.21866	1+	37065608
578.28035	1+	19080428
580.23425	1+	16824950
580.29663	1+	13356367
582.21313	1+	17074022
582.24914	1+	29780376
582.26316	1+	6788122
584.28736	1+	148897872
586.24751	1+	117600504
588.26268	1+	948068416
590.30066	1+	629919488
591.26183	1+	9348491
591.79058	2+	8016347
592.23457	1+	39461388
592.29678	1+	13592163
594.27543	2+	7926380
594.312	1+	25170444
596.22845	1+	21026998
596.29173	1+	34200112
598.24706	1+	13767648
600.26276	1+	32837060
600.29934	1+	19159110
602.24232	1+	27277574
602.27874	1+	68683720
602.31432	1+	14494261
604.25759	1+	289880832
605.2406	1+	6056655
605.2677	1+	13730664
606.31361	2+	10611871
608.22914	1+	7586849
608.29176	1+	22502512
610.24447	1+	200721296
612.26306	1+	21663720
612.81537	2+	6323115
613.06676	2+	8543747
613.24374	1+	11936976
614.27868	1+	65547616
614.32137	2+	11586374
616.25772	1+	19707952
616.29423	1+	47090196
616.80751	2+	7007196
617.29897	2+	9614060
617.8015	1+	111191848
617.80914	2+	501737600
618.04392	2+	71659848
618.05994	2+	427975264
618.27309	1+	3307379968
620.28888	1+	386556192
621.27311	1+	13759511
622.24594	1+	9750027
622.30722	1+	32216346
624.26008	1+	597028160
628.25801	1+	15396151
630.24357	1+	7758421
630.27363	1+	50666960
630.30843	1+	25801906
632.2892	1+	45007412
632.32398	1+	16670488
634.24765	1+	33722800
634.26788	1+	7785943
634.30436	1+	23966160
636.25454	1+	23732920
636.32266	1+	117173648
637.26744	1+	34687152
639.28339	1+	19361788
640.23382	1+	12134861
640.31798	1+	28900170
641.34904	1+	28437402
642.27131	1+	29785354
643.25489	1+	42768504
644.28942	1+	102086616
644.34796	1+	18439854
645.32298	1+	7727537
646.30499	1+	103351952
646.32514	2+	10993011
648.28434	1+	50708256
648.32005	1+	44692712
649.26725	1+	8031812
650.29988	1+	16002162
652.25488	1+	18900422
652.31868	1+	9511629
658.26864	1+	20723550
659.25002	1+	7903486
660.28425	1+	47150684
660.3212	1+	16072853
660.3409	1+	10574991
662.30001	1+	115632120
662.33576	1+	64981392
664.31511	1+	288483040
665.26397	1+	21012350
666.27119	1+	33970092
667.28006	1+	9690095
668.29059	2+	17968896
668.31273	1+	36111988
668.34868	1+	33230766
670.30194	1+	13083801
670.32906	1+	8197129
672.28397	1+	17407818
672.31898	1+	7145502
672.34341	1+	11349528
674.29985	1+	36842004
674.35858	1+	19026398
676.31547	1+	155184032
678.26415	1+	60262876
678.33063	1+	10304425
679.26715	1+	8721881
682.26601	1+	29662746
684.28197	1+	123607336
685.31628	1+	13032635
685.83892	2+	6900131
686.29908	1+	11790212
686.35805	1+	41395464
687.33349	1+	13694239
688.27905	1+	17995124
688.31539	1+	19930564
688.33805	1+	7918802
688.37368	1+	52677504
690.29479	1+	113422016
690.33147	1+	215408032
692.31055	1+	62954080
694.3255	1+	27659780
694.36333	1+	11422861
696.282	1+	19836734
698.29773	1+	23527540
698.36245	3+	6939415
698.37312	3+	8797875
699.32957	2+	14075734
700.31562	1+	11844921
702.33097	1+	30914104
702.3556	1+	18023110
704.31194	1+	21188224
704.3685	1+	45818264
706.32614	1+	668225600
708.3411	1+	62224768
709.32364	1+	8074060
710.29079	1+	16479944
713.34767	1+	10808210
714.29269	1+	17932538
714.3291	1+	9618693
715.83843	2+	6505611
716.30814	1+	54020116
716.36903	1+	14513881
717.34216	1+	16910782
718.2895	1+	17573756
718.32617	1+	82253544
718.38461	1+	46524076
719.36022	1+	41405336
720.34359	2+	11297765
721.37499	1+	11526875
722.29964	1+	9326517
722.35928	1+	10997584
724.27681	1+	15300906
724.30629	1+	62522096
725.30992	1+	11602134
726.29254	1+	39434596
727.32558	1+	7170620
727.36244	1+	7628784
728.3061	1+	18313172
728.34821	2+	10059900
730.32397	1+	109997480
731.35939	1+	7559685
732.30725	1+	7229317
732.34451	2+	15458723
732.36582	1+	17691172
733.82808	2+	8948199
734.37982	1+	145902272
735.35792	2+	11401043
736.33609	1+	109213768
740.30889	1+	11095155
741.34203	1+	29672548
743.35781	1+	17554150
744.30209	1+	24620128
744.34207	1+	25696500
745.3734	1+	22142200
746.32005	1+	23990458
746.35494	1+	13965701
749.30803	1+	12204659
749.37023	2+	23276240
750.37503	1+	26486648
751.38611	1+	53160376
752.30109	1+	46582812
756.29404	1+	12433047
756.36274	1+	26704354
757.3381	2+	15350509
758.31805	1+	1544953472
759.35166	1+	31590006
761.36504	2+	14896368
761.8553	2+	10745071
762.3525	1+	12629467
762.37586	1+	27615602
763.38632	1+	21152322
764.36785	1+	119336072
765.40245	1+	10831615
767.41727	1+	20541616
768.35471	1+	16532411
772.33722	1+	15250952
774.29191	1+	28481288
774.35261	1+	19865514
774.37263	1+	71737592
776.36774	1+	360280032
777.34151	1+	19706114
777.36109	2+	8564676
780.38557	1+	23964342
781.33384	1+	214885504
783.41363	1+	16115112
785.36453	2+	10267610
786.31399	1+	20079516
786.3542	2+	21814544
787.38407	1+	20543990
788.33033	1+	12184914
788.3674	1+	26399296
789.36298	1+	35256404
789.39831	1+	21320262
790.35019	2+	14086747
790.38332	1+	29096914
791.37923	1+	272202816
793.39645	1+	511078336
794.3778	1+	15709873
796.3341	1+	5773747
798.43201	3+	9147639
798.75488	1+	6035140
798.87965	2+	8016991
799.39645	2+	9415251
800.32797	1+	49180892
800.39025	2+	8229994
801.36322	1+	21968142
802.34705	1+	23354442
804.36109	2+	30801104
805.39499	1+	48209760
806.38166	2+	20978794
807.39653	2+	6829552
807.87043	2+	7460845
809.3918	1+	31789560
811.40692	1+	89288560
812.39124	1+	25651536
814.34582	1+	25010678
814.40407	2+	11983416
815.3828	2+	24817368
815.89714	2+	8570530
816.10742	3+	7041804
816.36293	1+	36508728
816.89993	2+	28274374
817.39472	1+	51716880
818.37701	2+	34049536
818.37918	1+	7442529
819.40894	1+	118328848
820.35687	1+	22756860
820.39394	1+	40494452
821.38822	1+	135960912
822.37519	1+	20122622
823.40814	2+	54969564
825.42267	1+	1976610688
826.41127	2+	38292132
828.36447	2+	12728032
829.40039	3+	13118286
830.39932	2+	14449139
831.37381	1+	141322032
833.38843	1+	137558320
833.877	2+	56618352
836.38703	1+	16200240
837.36078	1+	22313880
837.40805	2+	31239108
838.34528	1+	32954322
839.40406	3+	13644919
839.438	1+	17049610
840.89155	2+	23037950
841.41301	2+	35872664
842.40371	2+	18731332
844.41782	1+	49203656
847.40464	1+	269755776
847.88132	2+	10378286
848.38789	2+	72993432
849.37991	1+	24618764
849.41529	2+	23774494
850.36845	1+	31457404
851.41048	1+	11507864
852.38449	1+	15132634
853.41824	1+	29888428
855.43306	1+	398038272
855.89539	2+	27687328
856.35585	1+	39219668
858.37147	1+	70675216
858.91112	2+	9224690
859.4061	1+	14401721
860.38686	1+	43548848
862.37121	2+	14915061
862.42726	2+	13435231
863.39956	1+	712480640
864.38464	1+	138782032
865.41506	2+	21324806
866.39909	1+	265596768
867.43365	1+	12120537
867.46908	1+	10109661
869.41495	2+	35966484
870.37277	1+	16618786
870.92888	2+	17709238
872.41241	1+	37405044
874.36724	1+	11630563
875.39923	1+	13886688
876.43686	2+	18093682
877.93579	2+	71129048
878.39762	2+	18624174
878.45747	1+	12700799
879.37213	1+	24511242
880.34748	1+	14712919
880.41512	1+	43468832
882.36412	1+	43311896
882.39499	1+	18100590
883.36738	1+	41233764
884.41459	2+	8076105
885.43798	2+	36719880
885.93459	2+	30393136
886.35286	1+	14878652
886.36708	1+	47197296
888.38089	1+	389777728
889.4162	1+	25460392
890.40042	1+	10970469
890.4581	1+	18427436
891.43135	2+	9311616
892.3802	1+	14539501
892.43895	2+	41454844
892.47319	1+	19901094
892.91146	2+	15014840
893.44551	2+	45903960
894.39353	1+	66127844
898.94313	2+	9215157
899.93292	2+	9176208
899.94737	2+	9751184
900.93959	2+	124404112
902.39551	1+	10633427
903.43112	1+	5789738
905.40511	1+	11882000
905.44798	2+	10277890
906.43333	2+	11900364
906.4533	2+	33674020
908.46835	1+	43104688
910.3906	1+	27664038
913.44195	1+	12389478
913.94795	1+	11103422
914.95137	2+	21469068
915.94434	2+	83018120
916.37759	1+	17050540
919.43218	2+	11875341
919.95349	2+	9009914
920.95094	2+	16963614
921.38244	1+	25707536
921.44083	2+	42011820
921.96267	2+	55960516
922.44115	2+	33438050
922.48364	1+	88282064
924.40442	1+	44354940
924.4645	1+	27356842
927.94238	2+	7655319
928.93924	2+	16301539
928.95486	2+	13587821
929.40813	1+	26744650
929.96044	2+	28332220
930.39217	1+	13567280
935.39715	1+	44521236
935.42314	2+	14392797
935.96124	2+	30304880
936.93835	2+	30305858
936.96815	2+	71826248
937.43996	2+	30635370
938.47366	2+	51978108
939.39332	1+	12319599
941.40753	1+	9233052
942.44807	2+	13521991
942.96673	2+	10585973
943.9586	2+	63086664
945.44135	1+	9698464
946.44623	2+	9377072
948.40475	1+	6416715
948.4568	2+	6803491
949.95967	2+	13699798
950.42523	2+	18537056
950.96522	2+	21201048
951.44898	2+	14195895
952.45998	2+	33749888
954.47431	1+	25646180
956.48982	1+	37169272
956.96597	2+	13818321
957.94357	2+	31216930
957.97384	2+	52984924
959.97072	2+	91262200
963.45214	2+	24710152
965.46857	2+	25057538
966.47456	2+	55849056
966.94796	2+	13402835
968.49029	1+	7407623
971.44821	1+	11375317
971.95068	2+	16374178
971.97231	2+	22087266
972.9788	2+	40431840
973.95722	2+	653171904
977.46753	1+	18302164
978.47255	1+	33866968
978.47413	2+	119503360
979.98146	1+	30663738
980.47015	2+	10895979
980.48086	2+	16627942
981.47645	2+	33752104
981.94361	2+	11851152
982.46767	2+	15299286
984.48401	1+	53637128
985.43365	1+	139080048
986.97696	2+	24761822
987.98403	2+	113632248
988.9602	2+	12006887
991.48333	1+	42794772
993.46142	1+	17457056
994.99156	2+	605433472
995.97885	2+	23226572
998.5029	1+	15129134
1000.99177	2+	15836546
1001.98187	2+	17054500
1002.98989	2+	184591920
1003.9964	2+	64736188
1007.47764	2+	19564890
1009.00666	2+	30306106
1009.43498	1+	7803009
1009.49619	1+	27713974
1009.98444	2+	33820664
1011.00579	2+	11609269
1011.45068	1+	12133582
1012.47881	1+	42596312
1017.00224	2+	42497628
1017.99426	2+	205443168
1019.47737	1+	23966666
1021.49503	1+	29406326
1023.51026	2+	74392760
1024.51457	2+	17538110
1025.49538	2+	60657044
1027.44512	1+	33092718
1028.51442	2+	15822883
1029.5224	2+	31184736
1031.00255	2+	16870058
1031.47861	1+	19105036
1032.01034	2+	73553656
1035.47865	2+	13885077
1037.48645	2+	43390796
1037.48821	1+	15719507
1038.01021	2+	14696920
1039.01913	2+	96271824
1040.00741	2+	43615736
1041.46116	1+	25399628
1042.51851	2+	11124965
1043.99224	2+	23712328
1044.52445	2+	19755582
1046.51206	2+	138787392
1047.01661	2+	80228024
1048.02304	2+	367849344
1049.48933	1+	43600968
1050.99953	2+	9031954
1051.44543	1+	13678052
1051.50346	2+	44536628
1052.48491	1+	23070268
1052.5041	2+	57227100
1053.52109	2+	25790642
1057.51785	2+	13511116
1058.52533	2+	27235652
1059.47009	1+	40642604
1059.50121	2+	46656484
1061.48957	1+	22883794
1063.50509	1+	47004520
1065.53486	2+	41417964
1066.54187	2+	103955408
1067.00571	2+	25981276
1067.50467	2+	70850952
1069.45611	1+	21457398
1069.51609	2+	24186524
1071.5331	2+	33883424
1073.52955	1+	25573378
1073.54366	2+	18821548
1074.02939	1+	19198268
1074.48543	1+	17310038
1074.51896	2+	31668718
1075.51463	2+	376355584
1077.53297	2+	60142600
1078.53552	2+	295559040
1080.50745	2+	214033328
1080.53846	2+	51241016
1081.54553	2+	279816832
1087.02075	2+	39611808
1087.04147	2+	33073038
1088.53569	2+	128164256
1088.56295	2+	49438160
1090.03152	2+	141675936
1092.48186	1+	117063976
1092.53827	2+	36037504
1093.51414	1+	306402944
1095.54355	2+	85897864
1096.52062	2+	406955456
1096.55069	2+	144425296
1098.49439	1+	36858108
1100.51234	2+	34974160
1101.48354	1+	62294624
1101.54459	2+	28579618
1102.54986	2+	239960064
1107.53068	1+	31487722
1110.54737	2+	168729664
1111.52514	1+	221762016
1115.49635	1+	117994192
1116.05097	1+	7299717
1116.55037	2+	9109912
1117.55501	2+	321252800
1119.49391	1+	13101774
1120.52639	1+	6446413
1121.56215	1+	18021110
1123.52556	1+	18959800
1123.58099	1+	20610086
1124.56634	2+	13133220
1125.54491	2+	41747672
1125.55563	1+	22450034
1126.55789	2+	11933809
1128.50793	1+	54259900
1128.56541	1+	19825366
1131.55453	1+	35917136
1133.5068	1+	378871360
1135.58582	1+	20351076
1137.54456	2+	13571785
1137.59795	1+	32559972
1139.52457	1+	47281728
1139.55594	1+	190800352
1139.56044	2+	13335979
1140.55787	2+	281714848
1146.07357	2+	16384901
1147.04559	1+	8249917
1147.53091	2+	19676542
1149.54218	1+	7637710
1151.55647	1+	41992340
1153.05229	2+	19128442
1153.53654	1+	28264484
1153.59509	2+	24285590
1154.57353	2+	84919952
1156.5582	1+	23651740
1160.57287	2+	23155626
1160.58533	2+	34083060
1161.58119	2+	127283096
1162.55806	2+	65002256
1165.53804	1+	41002316
1165.57045	2+	30709404
1167.55439	2+	54220688
1167.58325	2+	41620024
1167.60936	1+	54673736
1169.08822	2+	7560348
1169.57144	1+	12688227
1170.57639	2+	23756186
1171.54428	1+	8668053
1171.60644	1+	9923879
1175.577	2+	65108640
1175.59912	2+	57881364
1179.55182	1+	34688688
1181.56842	2+	36242260
1181.58456	2+	19592690
1182.56497	2+	56454292
1182.58882	2+	91013304
1183.57111	2+	90097808
1183.59602	2+	103711344
1186.56948	1+	24243406
1188.5849	2+	41820968
1190.0757	2+	26138184
1190.60364	2+	344236384
1191.08326	2+	137083568
1191.12734	2+	22723102
1195.54715	1+	37836384
1195.57998	2+	33818972
1197.08875	2+	183864416
1198.5991	2+	1532624128
1201.53644	1+	11678443
1203.08714	2+	22160000
1204.57557	1+	37553508
1204.60086	2+	191654976
1205.0812	2+	60192392
1206.09109	2+	132269624
1207.54813	1+	11812818
1208.10727	2+	11555237
1209.5629	1+	138459600
1212.09381	2+	233179472
1212.59783	2+	101785528
1212.6337	2+	33893000
1213.60352	2+	401286400
1213.63694	2+	247509984
1219.60438	2+	841562624
1220.58495	2+	59919052
1220.6359	2+	47428256
1224.56581	1+	66707760
1224.62625	2+	204746384
1225.59282	2+	123006744
1226.1317	2+	1061560576
1226.59697	2+	141764176
1227.16421	2+	56310668
1227.60054	2+	202321680
1227.66416	2+	183256368
1228.64079	2+	2112791168
1231.54482	1+	50027852
1232.60928	2+	166841040
1233.6121	2+	596632256
1234.61411	2+	1636983936
1235.61735	2+	56115281920
1237.67915	2+	236708528
1238.07732	2+	102031664
1238.09259	1+	97364528
1238.15585	2+	374169632
1239.13008	2+	84653680
1241.58827	1+	897791936
1244.10037	1+	9112581
1247.6146	2+	98050728
1253.5896	1+	28327644
1255.60484	1+	35746892
1257.58304	1+	37956296
1261.55532	1+	18798860
1262.62229	2+	11713179
1263.56943	1+	113662152
1269.64268	1+	19608676
1271.60054	1+	21271884
1273.55661	1+	32446200
1275.63487	1+	25709642
1281.64367	1+	17859388
1283.59956	1+	41377580
1283.66038	1+	26602492
1285.5754	1+	32161178
1285.61679	1+	19699902
1287.56815	1+	30175026
1287.63129	1+	24945918
1291.62926	1+	21283282
1293.64399	1+	27576256
1295.65796	1+	26478848
1297.6152	1+	69139800
1297.67073	1+	31676256
1299.62723	1+	18408440
1305.64466	1+	31476436
1307.65914	1+	187585952
1311.59452	1+	19413978
1313.60961	1+	44115772
1313.67002	1+	41689364
1315.62558	1+	48505256
1323.6556	1+	20559482
1325.66921	1+	49190360
1327.62592	1+	49138708
1327.6849	1+	51050688
1329.64063	1+	139087232
1335.65407	1+	45526904
1337.60648	1+	39706844
1337.66998	1+	75647328
1341.60582	1+	21937460
1341.66555	1+	32453816
1341.6961	1+	53464236
1343.6204	1+	34291812
1343.68032	1+	54927780
1351.6218	1+	57549604
1351.65142	1+	41950072
1355.68031	1+	71928816
1357.69538	1+	169120768
1363.64785	1+	7344115
1365.66427	1+	17957840
1367.6799	1+	23368984
1369.69635	1+	39396020
1371.70667	1+	151069968
1373.63075	1+	44826816
1379.67869	1+	20721810
1385.69078	1+	87505704
1387.70529	1+	200406224
1395.67218	1+	24744014
1399.70772	1+	18417698
1401.71705	1+	116125920
1405.71513	1+	36041492
1409.68801	1+	70676184
1413.65527	1+	18557492
1415.70311	1+	64159820
1417.71724	1+	127567016
1419.73023	1+	91332824
1427.69811	1+	116850000
1429.6556	1+	23490142
1431.69795	1+	23946664
1433.71133	1+	66412344
1439.70194	1+	14882122
1441.71292	1+	180539280
1443.67029	1+	32107378
1445.68393	1+	40254824
1447.726	1+	334207072
1454.68912	1+	14444707
1456.70425	1+	41861452
1459.66607	1+	23324426
1461.67845	1+	48910804
1461.71483	1+	32499320
1464.73545	1+	19390206
1467.66727	1+	22217692
1470.72011	1+	18872388
1477.74389	1+	6454458
1479.68993	1+	6109778
1486.71605	1+	46285244
1489.67571	1+	29643684
1489.77467	1+	25103114
1492.72959	1+	19503664
1499.7469	1+	16918850
1501.77489	1+	19061102
1503.71753	1+	15157777
1503.75633	1+	50711452
1508.69681	1+	25752690
1510.71108	1+	7103302
1512.73008	1+	14132905
1512.79304	1+	10724175
1515.7531	1+	18761136
1517.70464	1+	16426287
1517.76897	1+	21450758
1526.73773	1+	14398237
1529.76707	1+	23849404
1530.72486	1+	18075306
1531.7827	1+	49026976
1533.72934	1+	29853878
1540.7262	1+	6874065
1542.74122	1+	23536574
1542.80335	1+	32292936
1545.79784	1+	32533900
1547.71697	1+	20266666
1547.77898	1+	38332956
1549.73391	1+	74335248
1552.78741	1+	39258728
1559.77905	1+	48203840
1561.7943	1+	109625040
1572.73944	1+	20963838
1572.81328	1+	47747840
1575.80923	1+	164393488
1577.78434	1+	44386728
1584.81335	1+	22666638
1586.82778	1+	77978792
1589.79036	1+	51945584
1591.80571	1+	144666080
1596.74658	1+	43448056
1601.85333	1+	28843430
1602.82185	1+	53321584
1605.82191	1+	412597120
1607.79308	1+	47476376
1613.78302	1+	32798954
1614.82908	1+	20050864
1616.83711	1+	235346032
1618.84507	1+	64410716
1620.80849	1+	202861488
1621.81637	1+	188781904
1623.82958	1+	242891408
1631.79625	1+	113730104
1631.86161	1+	28329976
1637.81073	1+	50968864
1645.81266	1+	438747168
1646.86312	1+	24764180
1651.82619	1+	327048864
1658.78588	1+	29990120
1658.85271	1+	20796620
1662.84387	1+	22176946
1666.81881	1+	26725608
1668.8323	1+	368281728
1676.79344	1+	16822506
1684.83015	1+	15538191
1688.79415	1+	21446110
1688.86502	1+	32389460
1690.8108	1+	75530600
1692.86042	1+	16933426
1694.77835	1+	29522080
1696.82949	1+	31237576
1698.84291	1+	235518672
1704.8545	1+	20704088
1706.80868	1+	25399010
1712.78184	1+	41112612
1712.82779	1+	71469920
1718.87042	1+	39067792
1720.88435	1+	43195320
1722.84094	1+	33252058
1728.85447	1+	39401132
1732.88699	1+	119537832
1734.85181	1+	15229172
