# Man9. [[Man(a1-2) Man(a1-6)] [Man(a1-2) Man(a1-3)] Man(a1-6)][Man(a1-2) Man(a1-2) Man(a1-3)] Man(b1-4) GlcNAc(b1-4) GlcNAc(b1-0)		
# O18		
# Metal: Na		
# Method: EED		
# Permethylated		
# Precursor: Na+ 2398.1815799	

m/z	z	I
737.32056	2+	27386730
737.35603	1+	25251296
741.32808	1+	22600886
744.32906	2+	22094360
745.28734	1+	56554908
745.32523	1+	27336412
747.34151	1+	78566720
748.85178	2+	45460468
749.31946	1+	37917736
749.35621	1+	55596612
751.33531	1+	100815856
753.35092	1+	30255562
755.27219	1+	4263452
756.34306	1+	5284353
757.33406	2+	9575179
759.30329	1+	20856490
759.33036	1+	26269418
759.33711	2+	46695844
761.31982	1+	43191680
761.35731	1+	39334124
763.33611	1+	98446440
763.37274	1+	51145252
765.31498	1+	17865134
765.35176	1+	89410976
765.3875	1+	34960052
767.36739	1+	22288786
771.35122	1+	9886062
773.31901	1+	15723591
775.33635	1+	37743108
777.31536	1+	28553994
777.35183	1+	142458400
778.86039	1+	6121204
779.3315	1+	52459520
779.36754	1+	105098640
781.34584	1+	30482102
786.35188	2+	7789765
787.33422	1+	64065596
788.70253	1+	4201577
791.3314	1+	42600524
791.36803	1+	38688164
792.85603	1+	6459920
793.34684	1+	167393008
793.38325	1+	54864944
795.36298	1+	78705640
799.33492	1+	17376036
801.35354	1+	11189393
801.86635	2+	11873232
803.36435	1+	11674478
805.34687	1+	26425296
805.38202	1+	19853092
807.32606	1+	28752104
807.36261	1+	186917840
809.34187	1+	54166140
809.37839	1+	153375616
811.356	1+	14361075
813.38227	1+	4575418
815.32883	1+	18106292
815.37185	2+	5304464
816.36792	2+	25455348
817.34535	1+	24600524
817.72457	3+	8503537
819.3594	2+	18696962
819.39517	1+	13857811
821.3407	1+	57726172
821.37782	2+	19350266
822.8845	2+	12909939
823.35602	1+	121456536
823.39195	2+	31939652
824.35964	2+	28826628
824.39342	2+	19403136
825.3723	1+	141642912
829.34496	1+	21763524
831.36571	2+	27702722
831.87595	2+	16275475
833.37388	1+	9355697
835.36141	2+	17827900
835.37441	2+	8970845
835.39354	1+	20445952
836.87731	2+	52155328
837.33633	1+	26305672
837.37216	1+	57863560
839.35126	1+	48412544
839.37584	2+	8488764
839.3878	1+	238206784
839.88562	1+	11057405
841.36738	2+	12018809
843.38311	2+	7210457
844.38858	2+	7036923
845.3402	1+	24858624
845.37976	2+	10928849
846.88509	2+	23149330
847.35559	1+	70897568
847.39238	1+	18006152
849.37249	2+	18127272
849.40356	2+	17111368
851.35273	1+	41341320
851.38633	2+	26626456
853.36683	1+	197852192
854.8783	2+	44084872
855.38269	1+	42761244
856.3549	1+	12602589
856.90262	2+	6943441
857.39818	2+	19022408
858.90856	1+	7842313
859.355	1+	18026468
859.40072	2+	17838292
859.89802	1+	7564873
860.39887	2+	21099150
860.88521	2+	8184770
861.38276	2+	61929872
863.38741	1+	15722845
863.40842	2+	12281218
863.4191	2+	13301252
864.35613	1+	9474775
865.40397	2+	33294696
865.88277	2+	23452208
866.91562	2+	11834465
867.34578	1+	16985002
867.38841	2+	34906124
867.89853	2+	14634266
868.89945	2+	41956636
869.36235	2+	26992218
869.39844	1+	40771944
873.37089	1+	25075902
873.39824	2+	15062460
873.41745	2+	35477684
874.9031	2+	15449460
875.39891	2+	8988698
877.36788	1+	19401136
877.40503	1+	23829904
879.38443	1+	26712558
879.41692	2+	22742656
880.40909	2+	14892869
881.35893	1+	12009852
881.39858	2+	24815622
881.41173	2+	38223596
883.37772	1+	200107616
885.39334	1+	72255760
887.92462	2+	8214859
888.40662	2+	13327903
889.3649	1+	30626266
889.41448	2+	22755180
891.38232	1+	25253958
891.42019	1+	28080310
893.40014	1+	28076134
893.43453	1+	13843396
895.37961	1+	17226192
895.41728	2+	53113284
896.92637	2+	23067078
897.35733	1+	13542603
897.39505	1+	22570550
899.40924	1+	46498144
903.38257	1+	29501182
903.41184	2+	24080640
905.39869	1+	38010416
907.37768	1+	35721216
907.41507	1+	43669336
907.44719	2+	14037530
909.42992	2+	31166304
911.40835	1+	54169704
911.42716	2+	42648856
913.4247	1+	47837156
915.37287	1+	14442184
918.41756	2+	54138972
920.41362	1+	17188692
921.39137	1+	368109248
922.91267	2+	15896456
922.94703	2+	12323980
923.44459	2+	35802888
924.92743	2+	12087046
925.4249	2+	37332496
926.43178	2+	29516748
927.404	1+	61843760
927.44465	2+	11192204
929.39035	1+	30409684
932.43277	2+	14913139
933.42179	2+	27154258
933.4425	2+	33080016
934.94783	2+	12772608
935.40725	1+	80462560
937.42307	2+	46748828
939.43934	2+	41678088
940.43028	2+	54441448
941.41898	1+	29406566
941.4553	1+	27807076
945.43958	2+	18685450
948.42401	2+	17446406
949.38766	1+	47172336
949.43548	2+	71030744
951.44157	1+	46712420
951.46376	2+	20109236
952.44767	2+	26605024
953.42823	2+	25314904
953.45671	2+	51693836
954.93602	2+	56383672
956.4434	2+	677491968
959.4601	2+	14635244
960.44537	2+	20197196
960.46418	2+	18168830
961.45096	2+	28768584
962.93912	2+	34732284
964.92389	2+	19271638
965.42047	1+	18041342
965.45884	2+	35503404
966.46427	1+	10753744
967.43244	2+	71961632
967.4338	1+	24327096
967.45578	2+	24569598
968.46252	2+	78475592
969.45783	2+	32588766
975.44984	2+	26707484
975.47071	2+	96606256
976.45906	2+	45277908
979.43627	1+	35357376
981.41643	2+	14097626
981.44879	2+	54869232
981.4516	1+	47921444
981.96005	2+	26514254
982.45953	2+	53244964
983.46705	2+	252165440
989.473	2+	23454436
990.45406	2+	24460278
990.47624	2+	148626224
991.46398	2+	128122176
992.97292	2+	21289570
995.43075	1+	37694424
995.46767	1+	33556660
997.44404	1+	140267616
997.46804	2+	56992572
998.47222	2+	282443616
999.46076	1+	48436216
1005.46238	2+	19571258
1005.98962	2+	15783768
1006.46908	2+	28973372
1009.44725	1+	23348412
1010.49185	2+	53052316
1011.4279	1+	27701870
1011.46108	1+	127758320
1012.47489	2+	83339664
1013.44523	1+	50670956
1013.47696	2+	572122432
1018.97918	2+	21891822
1019.42918	1+	20461728
1019.96924	2+	27392694
1021.9757	2+	11781664
1022.48897	2+	14258411
1023.45932	1+	33165524
1023.99754	2+	13647274
1025.44199	1+	47984616
1025.47512	2+	22681732
1027.45733	1+	125733104
1027.464	2+	71653496
1027.4919	1+	225700800
1029.50896	1+	284055136
1030.47407	1+	30561804
1033.97245	2+	11956774
1034.50239	2+	60200820
1034.98432	2+	34115128
1039.49171	2+	27526094
1041.43754	1+	25319628
1041.47148	1+	61917872
1041.48908	2+	42948212
1042.49452	2+	54486216
1042.99076	2+	77141736
1043.4526	1+	42813356
1043.48635	1+	72425352
1050.99092	2+	46557776
1051.45634	1+	29218648
1053.51215	2+	62155604
1054.50137	1+	30456370
1055.00372	2+	39174416
1055.45249	1+	32229912
1055.48301	2+	29935588
1056.51081	2+	56227360
1057.46853	1+	145294144
1057.53901	2+	67994632
1058.00024	2+	324894208
1059.51839	2+	42855960
1060.51891	2+	347680800
1061.50858	2+	32684820
1062.99327	2+	229320208
1065.47533	2+	28923042
1069.50625	2+	61617620
1070.51169	2+	174590864
1071.99699	2+	64007980
1073.49928	1+	140392448
1073.50306	2+	178522240
1076.51677	2+	61427016
1077.49842	2+	45022696
1077.5181	2+	166310240
1079.00637	2+	441959840
1084.51311	2+	77773776
1085.4901	1+	44058260
1085.51694	2+	263604928
1091.52217	2+	33620400
1091.98468	2+	31662726
1092.50482	2+	39985296
1092.52695	2+	206808368
1093.51315	2+	170473920
1096.47691	1+	39399380
1097.49712	1+	63462204
1098.01913	1+	8601947
1099.51681	2+	75539080
1100.52278	2+	271756224
1101.45631	1+	24136668
1103.50765	1+	40515700
1105.52887	2+	23634330
1107.48132	1+	91385008
1108.51755	2+	55584852
1108.54008	2+	39153148
1112.50767	1+	43691808
1113.03103	2+	38117484
1113.54769	2+	19932506
1114.52365	2+	109460208
1115.52743	2+	690515584
1117.52401	1+	222525728
1121.04496	1+	10021099
1122.51434	2+	18433524
1123.0447	2+	15652064
1125.49021	1+	156932112
1127.03959	2+	18661810
1128.03459	2+	14827417
1129.51986	2+	24912550
1129.54328	2+	119670088
1131.04169	2+	15987945
1133.48859	1+	64077076
1135.04445	2+	15920715
1135.49072	1+	29934132
1136.02412	2+	10210705
1136.55277	2+	55111736
1137.53395	2+	15461602
1139.50584	1+	1011989824
1143.04396	2+	29516842
1144.04375	2+	99236912
1145.55591	1+	428318208
1150.55245	2+	33109432
1151.53634	2+	31867918
1155.54405	2+	41707948
1157.55792	2+	77238000
1158.03819	2+	22416034
1159.57379	1+	21964652
1164.06458	2+	32529446
1164.54422	2+	24669422
1165.5535	2+	45828336
1167.53838	1+	26676382
1169.51878	1+	25999600
1171.04294	2+	63617464
1171.55199	2+	132673808
1171.56751	1+	131120544
1173.06604	2+	393473984
1173.54238	1+	53687696
1178.566	2+	57396884
1179.57148	2+	292232416
1180.05065	2+	67036580
1183.53595	1+	39533344
1185.55495	1+	57079072
1186.56331	2+	124670064
1187.56707	2+	804448064
1193.5713	2+	134236896
1194.57573	2+	847553920
1195.55742	2+	116143296
1200.09606	1+	107099160
1200.60097	2+	411417664
1201.05405	2+	92174080
1202.57282	2+	345850112
1204.13082	2+	252510944
1208.58125	2+	727933056
1208.61229	2+	376692896
1209.11723	2+	1172311680
1209.58385	2+	6090997760
1210.58625	2+	41202196480
1212.56551	2+	159625696
1213.1248	2+	193270080
1215.56247	1+	230111232
1217.5883	2+	25782230
1218.58433	1+	35259860
1229.54076	1+	29217018
1229.57823	1+	38757648
1231.5572	1+	96701800
1233.57157	1+	147213936
1237.54394	1+	48971824
1241.57381	1+	72880832
1245.5727	1+	176158512
1247.587	1+	988483904
1256.58641	1+	68165784
1261.56744	1+	39872236
1263.5841	1+	65160404
1267.55331	1+	20870296
1269.56864	1+	148025616
1271.62557	1+	24909818
1273.64069	1+	17452512
1274.5989	1+	20856740
1275.54576	1+	13636218
1277.56272	1+	35488384
1283.62248	1+	11366459
1285.60263	1+	20803280
1287.62086	1+	23176868
1291.57759	1+	79472088
1296.58038	1+	24133202
1300.62513	1+	59616384
1301.63483	1+	43373252
1302.59116	1+	20141058
1303.6507	1+	46200264
1305.55617	1+	20089856
1313.59612	1+	12657453
1313.63954	1+	14905871
1315.6129	1+	32148594
1315.65114	1+	59651648
1317.63085	1+	33136074
1323.61024	1+	6597034
1327.61614	1+	12401378
1329.63073	1+	45072092
1331.6411	1+	60655816
1335.60197	1+	8796550
1345.62302	1+	36685800
1345.66195	1+	74796888
1347.6399	1+	32546006
1353.62807	1+	17971364
1359.6419	1+	48479864
1361.65689	1+	107401904
1363.67035	1+	27561794
1371.63931	1+	33635244
1373.61726	1+	15008993
1375.63445	1+	52752356
1377.65122	1+	19961984
1383.64927	1+	32748612
1385.65325	1+	157980704
1389.66117	1+	60854712
1391.66551	1+	407404128
1401.69085	1+	9600920
1403.6284	1+	17952098
1405.64452	1+	77182472
1412.638	1+	9369417
1414.64384	1+	15355905
1419.70225	1+	27442400
1420.66846	1+	53059284
1428.66094	1+	16774562
1436.66275	1+	63063256
1438.6755	1+	13290042
1443.65226	1+	17517572
1445.71852	1+	22835406
1449.67059	1+	58349488
1451.68773	1+	91300256
1459.69173	1+	25893216
1462.70456	1+	75535624
1465.66774	1+	56632276
1467.6827	1+	75473016
1473.71329	1+	25284148
1475.72774	1+	32007020
1478.69985	1+	33413110
1481.66055	1+	24037180
1489.70299	1+	27013708
1489.74535	1+	20805526
1492.71623	1+	63531532
1495.67623	1+	127880616
1503.72397	1+	36217788
1505.73585	1+	56319772
1506.69435	1+	23694276
1509.65481	1+	9543179
1517.69778	1+	10615808
1517.74608	1+	11724137
1519.71432	1+	32790160
1519.75714	1+	33678664
1521.72961	1+	48047156
1528.72254	1+	6960881
1532.72488	1+	38596520
1533.73282	1+	24543520
1535.74622	1+	117209568
1537.71959	1+	16951580
1546.71528	1+	12557194
1548.71512	1+	32886730
1549.72605	1+	19949730
1551.7394	1+	48600292
1557.73085	1+	14716566
1560.74066	1+	8614852
1563.74274	1+	39206092
1565.75513	1+	43766332
1573.72779	1+	6440543
1575.73925	1+	42715868
1578.74156	1+	37721256
1579.73482	1+	14615577
1581.75098	1+	37707292
1589.76113	1+	12597064
1594.75637	1+	32928390
1595.71896	1+	7446611
1597.82099	1+	9361051
1606.75534	1+	9479283
1607.72785	1+	10915833
1609.74492	1+	73552768
1620.76988	1+	14606906
1622.7677	1+	24476558
1624.76828	1+	35779452
1630.74394	1+	25227618
1639.75475	1+	31368060
1641.76649	1+	34975316
1647.75203	1+	14148064
1647.80569	1+	16219254
1650.77455	1+	23627686
1653.77205	1+	31939722
1655.74042	1+	22523830
1655.78719	1+	51045064
1664.79296	1+	32813642
1669.76621	1+	42821404
1674.83262	1+	18843056
1676.80389	1+	12184368
1678.76484	1+	18152252
1678.82058	1+	35981868
1681.84219	1+	42815296
1682.79651	1+	33511552
1685.75582	1+	17098382
1690.8239	1+	14002142
1692.84221	1+	27880128
1693.79966	1+	22495592
1696.81514	1+	72860704
1699.77508	1+	91376952
1707.82399	1+	53235976
1708.76824	1+	17866374
1709.8372	1+	113573856
1711.80089	1+	25253114
1718.79405	1+	58087108
1721.84766	1+	30066190
1723.85548	1+	140008944
1724.80859	1+	54045340
1737.83633	1+	56107508
1739.8495	1+	130247440
1751.8584	1+	28502616
1753.8119	1+	36989500
1753.8659	1+	160013376
1755.83197	1+	58802604
1761.82834	1+	22168698
1765.31929	2+	8034651
1767.84728	1+	52139112
1769.8611	1+	102044496
1771.87264	1+	93836200
1779.84213	1+	47730656
1783.8323	1+	25550860
1785.84637	1+	40799856
1790.96217	1+	36093444
1793.85508	1+	121327856
1797.85906	1+	41676672
1799.86769	1+	265738160
1813.89902	1+	26759248
1814.8478	1+	62147868
1827.86295	1+	31273776
1829.87652	1+	45047172
1834.84663	1+	14635211
1841.87466	1+	24934064
1841.91833	1+	21403314
1843.89703	1+	49137024
1844.84599	1+	38146092
1845.9109	1+	143910048
1852.90962	1+	20178582
1856.87621	1+	47573728
1859.8896	1+	88026464
1868.89648	1+	24225096
1873.86336	1+	17502428
1875.87884	1+	127659936
1878.94205	1+	16008183
1882.92229	1+	37178356
1889.8968	1+	731565888
1895.9343	1+	24287288
1898.90825	1+	18456264
1900.92242	1+	36465944
1911.92919	1+	55017780
1913.4462	2+	64927840
1913.87257	2+	13174358
1915.95234	1+	54683812
1919.87429	1+	8334865
1922.8952	1+	27646162
1925.94725	1+	27963588
1927.95951	1+	103446536
1928.90478	1+	28508628
1941.93855	1+	45680296
1943.94836	1+	167351440
1949.94104	1+	20058968
1955.95625	1+	37961444
1957.96923	1+	173928784
1961.95302	1+	37549088
1966.93288	1+	31102906
1971.94914	1+	65817824
1974.96768	1+	140609280
1976.97679	1+	33694620
1983.93546	1+	43238708
1995.06083	1+	64678456
1997.95155	1+	309434912
2001.96051	1+	15702988
2003.96687	1+	241805840
2010.96364	1+	7728039
2013.98145	1+	10917003
2016.94428	1+	15721208
2021.92227	1+	8461830
2025.9507	1+	11661012
2028.96984	1+	15018925
2031.96934	1+	16336715
2038.94759	1+	16306702
2045.00515	1+	17767590
2047.99247	1+	21561068
2052.95321	1+	148182464
2059.01011	1+	20263656
2062.01058	1+	7651026
2065.02487	1+	8143205
2072.98758	1+	24112132
2076.01468	1+	20517100
2087.01631	1+	23768116
2088.96924	1+	13050015
2091.03981	1+	13474539
2093.01217	1+	34625328
2097.04441	1+	45499976
2105.01518	1+	67986168
2113.99653	1+	8185425
2116.01828	1+	27209030
2119.03201	1+	89890216
2130.04254	1+	15069085
2132.05276	1+	54592448
2136.029	1+	47317180
2145.03195	1+	17509202
2148.04995	1+	62389012
2160.04732	1+	33549338
2162.05653	1+	88214736
2170.03217	1+	30657608
2176.05037	1+	18822470
2178.05684	1+	48807260
2180.06843	1+	73255048
2187.04388	1+	25321978
