# Man9. [[Man(a1-2) Man(a1-6)] [Man(a1-2) Man(a1-3)] Man(a1-6)][Man(a1-2) Man(a1-2) Man(a1-3)] Man(b1-4) GlcNAc(b1-4) GlcNAc(b1-0)		
# O18		
# Metal: Na		
# Method: EED		
# Permethylated		
# Precursor: Na+ 2398.1815799	

m/z	z	I
2199.04035	1+	29127230
2202.05492	1+	241462816
2208.06028	1+	169874384
2229.06014	1+	8687940
2233.08802	1+	11080884
2236.09759	1+	50924468
2249.1093	1+	9965929
2258.08251	1+	26922828
2263.09882	1+	10755514
2277.10391	1+	10664203
2281.08003	1+	7467664
2291.1155	1+	19590116
2294.1248	1+	27103058
2300.07983	1+	15506381
2305.13532	1+	10439934
2308.13634	1+	15838018
2311.08159	1+	13228295
2314.11098	1+	18348324
2323.14218	1+	88650464
2330.09301	1+	7537984
2333.11778	1+	17919852
2336.14816	1+	75296544
2345.12343	1+	22639352
2353.15826	1+	89511096
2358.12502	1+	24435340
2366.15641	1+	184823872
2368.1647	1+	16011221
2374.12461	1+	27854874
2378.16072	1+	62350264
2382.16381	1+	47212476
2385.17472	1+	19250668
2388.14893	1+	113143344
2396.17839	1+	138311648
2398.18469	1+	1099473408
2406.14617	1+	226494832
2417.15848	1+	16968492
2420.17505	1+	122749688
