# N013. [NeuAc(a2-6) Gal(b1-4) GlcNAc(b1-2) Man(a1-3)] [[Man(a1-3)] [Man(a1-6)] Man(a1-6)] Man(b1-4) GlcNAc(b1-4) GlcNAc(b1-0)
# Deuterium
# Metal: Na
# Method: EED
# Permethylated
# Precursor: 2Na+ 1215.1028


m/z	z	I
325.14991	1+	8959202
326.76198	2+	3018437
327.10479	1+	21691388
328.98757	2+	2957847
329.54462	2+	2328709
329.99547	3+	2792412
330.15433	2+	4264977
331.69704	3+	2277110
333.08276	2+	2345736
333.09177	1+	10531159
334.12606	2+	3621613
335.80462	2+	2269481
336.1415	1+	18448084
337.61252	1+	2297417
338.56727	2+	2260235
339.12708	3+	2504461
339.16106	1+	52096920
340.1728	1+	18606190
340.26119	1+	5999327
342.1526	1+	4846311
344.17022	1+	185260176
345.17398	1+	67645784
346.12355	1+	12348988
348.53038	1+	2487692
349.23913	1+	2559183
349.27034	1+	2384670
351.10293	1+	3918929
351.6721	3+	2680785
351.83895	1+	2789775
352.15549	1+	2746214
352.32978	1+	2300925
352.84503	2+	2427634
353.32077	1+	3454698
353.50456	1+	2415422
355.06966	1+	20370054
355.33615	1+	2526760
356.16768	1+	190215936
357.15172	1+	32605570
358.01652	2+	2873367
358.124	1+	9654935
358.1848	3+	4119169
359.16731	1+	4644735
361.0281	1+	2334012
361.12168	3+	2338613
362.28359	1+	2355032
362.38992	2+	3850255
362.64002	2+	2468132
363.12674	1+	2550697
363.83848	3+	4115380
365.68715	2+	2398302
366.15204	1+	27725618
368.16772	1+	61691296
368.34349	1+	17374694
369.15226	1+	12119545
369.17615	1+	15300476
369.29215	3+	2387356
369.64531	2+	2494654
370.14674	3+	2586307
370.18344	1+	4750964
371.13154	2+	3370275
371.16736	1+	25048338
372.13932	2+	2794481
372.20198	2+	3243081
374.18071	1+	8882443
374.51497	1+	2504988
376.1963	1+	83366472
378.15232	3+	4490447
379.13364	1+	144975328
381.15106	2+	11612489
382.14691	2+	10909217
382.18257	1+	8779504
382.32277	1+	8840675
382.84338	3+	2554266
383.16731	1+	15055429
385.15681	2+	2521242
385.18302	1+	17208444
386.05267	3+	3274613
386.17978	3+	2819185
386.20044	1+	35336808
387.19806	1+	6150580
391.12721	1+	2449069
392.6992	3+	7664404
393.14925	2+	5201808
394.40096	3+	2633918
395.1999	1+	3835221
396.1624	1+	6379419
397.79427	1+	2446578
398.6982	1+	2582411
399.18602	1+	636449600
400.19385	1+	78490056
401.17465	2+	5525648
401.1778	1+	73649792
402.14956	1+	59428852
402.3709	3+	2717952
403.505	2+	2470088
405.03526	3+	59789312
406.14449	1+	128242592
406.7787	2+	2494058
408.37481	1+	2493071
410.17818	1+	27358332
412.19386	1+	24755982
414.20949	1+	13388295
416.18874	1+	29850598
418.20685	1+	16328839
421.1442	1+	6563884
423.15903	1+	11973855
424.19389	1+	15735008
427.15606	3+	2974686
428.24736	1+	23920418
429.17277	1+	14256470
429.21894	1+	15040891
430.14444	2+	8580175
430.20434	1+	17972804
431.18842	1+	32632960
432.1969	1+	4125381
433.16838	1+	4872708
433.3154	1+	2556724
433.5475	2+	2453931
433.90416	3+	2887063
434.13928	1+	14582167
434.1768	1+	2939285
435.69597	2+	2804035
438.17051	1+	15071505
438.28143	3+	2649211
438.46853	1+	2569032
440.18875	1+	81231416
441.13606	1+	3387538
441.72385	2+	3558370
442.16721	1+	5482533
442.20444	1+	34159104
443.15275	1+	2688094
443.18723	1+	7256871
443.24635	2+	5204741
444.22001	1+	30543230
445.20289	1+	10288053
448.15502	1+	95743840
449.19904	1+	7127967
450.23288	1+	23035520
451.1562	1+	3724415
452.16532	1+	2533290
453.9103	3+	2994302
453.926	3+	3396835
454.20442	1+	22740252
455.23626	1+	8171561
455.27742	1+	2448099
456.18361	1+	58143972
456.22008	1+	111989400
456.24311	2+	5223242
458.19919	1+	96794560
458.2579	1+	17053872
460.50086	1+	2991840
461.16291	1+	8789943
461.19833	1+	3335013
462.17128	1+	6348520
464.2488	1+	3078581
464.84043	3+	3985347
467.15107	2+	2632519
468.24232	1+	7193600
469.94559	1+	2668069
469.98674	2+	2473131
470.19921	1+	53395884
470.2579	1+	76848280
471.18224	2+	5744331
472.15509	1+	233426528
472.21488	1+	386719936
475.17813	1+	14651099
475.93397	1+	2469100
477.19409	1+	7056731
478.16564	1+	2550344
478.2164	2+	2513923
480.18117	1+	78661176
482.25776	1+	8818252
483.09824	1+	2509229
484.27354	1+	40079196
486.19425	1+	31505838
486.23057	1+	133920584
487.18031	3+	4156641
488.20972	1+	33107328
488.67799	1+	2950857
489.22902	1+	4973246
490.1632	2+	2548517
494.19714	1+	25910036
495.1809	1+	8920094
498.23041	1+	45188512
500.2108	1+	13112918
500.24614	1+	16070457
500.26865	1+	84669096
501.22938	1+	7444455
502.28405	1+	111956064
503.24575	1+	33726304
510.61075	1+	2694829
511.13789	2+	2739193
511.21378	1+	3229313
511.54322	3+	5966098
512.24603	1+	25944396
512.26928	1+	12333014
513.19141	1+	75939928
514.22541	1+	79487648
514.26317	2+	24348390
514.28411	1+	314003392
514.70518	2+	4871308
516.20459	1+	17414768
518.21976	3+	3034011
519.20517	1+	17479336
519.28395	1+	4260618
526.22606	1+	16970868
526.46193	1+	3235571
526.54422	2+	3346666
528.24151	1+	70865280
530.22119	1+	18524242
530.25651	1+	26584864
530.279	1+	86819640
531.23927	1+	7943763
533.2564	1+	53551264
534.4427	2+	2935965
540.2425	2+	6506751
541.18621	1+	14578872
541.69405	1+	2860701
542.22082	1+	25024492
542.25794	1+	20718812
544.23632	1+	127916760
544.27222	1+	64027444
544.2951	1+	273299264
546.25144	1+	29143812
546.31022	1+	35552724
547.23575	1+	15293351
548.20771	1+	9283383
548.28967	1+	9394949
552.66814	1+	2876722
553.36602	2+	2662942
555.24207	3+	2638053
556.23643	1+	75232936
558.25206	1+	41886712
558.27304	1+	9380908
558.94033	3+	5141287
560.23099	1+	14446962
560.26721	1+	28042218
560.28973	1+	33527528
562.30513	1+	104999016
566.21786	1+	8526402
567.76648	2+	2724520
568.23312	1+	16294527
569.21541	1+	7630577
572.23124	1+	27074480
572.26756	1+	124788680
574.24696	1+	54645408
574.28284	1+	71004072
575.2307	1+	6834893
575.26734	1+	17335842
578.2179	1+	69506216
581.74653	2+	3179032
584.28708	1+	28638258
586.24684	1+	73658480
588.26195	1+	649674560
589.24685	1+	21454262
589.28041	2+	11598834
590.30009	1+	467703584
591.26202	1+	14018970
593.27544	1+	2740401
594.46565	2+	2995442
595.2317	1+	8321860
596.2268	3+	7689387
597.24768	1+	8469696
599.34714	2+	2712502
600.29663	1+	4792387
602.24173	1+	15663581
602.27809	1+	26957074
603.25983	1+	29767194
604.2568	1+	123799120
605.27715	1+	24546178
607.55182	2+	47839336
607.80247	2+	48138872
608.06323	2+	4650781
610.24402	1+	724243904
610.90795	1+	2868944
611.85103	1+	3416297
613.24322	1+	9536441
614.27821	1+	16110243
616.25845	1+	8804541
616.2934	1+	20274000
618.27265	1+	1758936192
620.2885	1+	243457744
621.27231	1+	22218530
621.30845	1+	78824328
625.24164	1+	15389104
626.23829	1+	6840036
627.25903	1+	25133772
630.27316	1+	14594647
632.28869	1+	14468992
633.31803	1+	6632745
634.24536	1+	7150689
635.28801	1+	78196304
638.23942	1+	12317306
641.23911	1+	11560084
642.27053	1+	39225812
643.25395	1+	18002974
644.28854	1+	13756464
646.32554	1+	10860533
647.28703	1+	7571995
649.26775	1+	36168832
649.30405	1+	30118412
651.31917	1+	10085067
652.25501	1+	40960648
652.73514	2+	2945748
657.2699	1+	53738132
658.30429	1+	8633462
659.78661	2+	5880979
660.28345	1+	8706355
660.32036	1+	4229168
660.34236	1+	8427927
662.29912	1+	32158216
662.32147	1+	8538854
665.29894	1+	113491240
667.31419	1+	55977140
670.3033	1+	4313357
671.33621	1+	4625720
672.28127	1+	3986045
674.29856	1+	17247068
674.35901	1+	11602725
675.27155	1+	6175810
676.31471	1+	29294030
677.29709	2+	9646101
678.32892	2+	3240174
679.31249	1+	8091944
679.53465	2+	3354272
683.33475	1+	3685794
684.28132	1+	35183688
684.75965	2+	3419706
686.29798	1+	7740404
686.35775	1+	9723011
687.2797	1+	4704656
687.32964	1+	3405293
688.37257	1+	16553001
690.29387	1+	33732652
690.32984	1+	136624320
692.30956	1+	42455656
692.36768	1+	12365331
694.32467	1+	14797254
699.28079	1+	32887364
699.33097	1+	11539619
701.29799	2+	8698528
702.33	1+	17075336
702.35307	1+	13035567
704.36779	1+	32099282
705.32838	1+	7287563
706.83652	2+	3532009
709.32446	1+	184033248
714.33255	2+	5210554
716.30767	1+	160095104
717.29963	1+	6469987
718.32477	1+	105718832
718.3847	1+	26456838
719.29877	1+	3027528
720.36236	1+	8576525
723.34014	1+	14025577
725.28989	1+	7086679
727.32556	1+	3042988
727.36146	1+	7122049
728.34764	2+	7127875
729.34028	1+	3933246
731.30646	1+	509193568
734.37829	1+	208002400
737.3557	1+	111809712
741.28115	1+	9207545
741.34118	1+	20496266
743.35722	1+	13277831
744.30382	1+	9341281
744.34097	1+	11729376
745.37218	1+	22875648
747.30167	1+	15199156
749.35389	1+	12037260
750.37427	1+	25032214
751.55265	1+	3250885
756.82573	2+	7310617
756.8404	2+	8509119
757.3352	1+	13518565
757.37257	1+	16280261
758.31807	1+	13840117
759.35152	1+	22294358
760.83372	2+	3205127
761.36777	1+	7964956
763.33558	1+	11995672
763.37109	1+	29188524
765.34966	2+	19022636
766.84997	2+	3285363
769.33597	1+	3274986
771.85592	2+	3347237
773.30701	1+	26272316
774.37152	1+	41514312
776.36651	1+	212566832
777.33742	1+	35414620
780.38217	1+	8476109
781.33319	1+	97164320
785.31637	1+	5912079
785.84109	2+	4104247
787.32273	1+	26654236
787.38388	1+	18679930
789.36111	1+	28071224
789.39869	1+	23686020
791.37746	1+	81766760
793.3823	1+	19863024
793.39547	1+	39888928
795.36114	1+	15075645
795.39731	1+	34762428
797.31231	1+	3310096
799.34569	1+	6827739
801.36248	1+	13976091
802.89628	1+	10653822
803.3791	1+	18677976
804.38703	1+	42060428
806.38321	2+	3712598
807.35978	2+	48261988
809.37758	1+	28221288
815.37806	1+	25955272
816.89279	2+	36135444
817.39372	1+	41147964
819.40877	1+	52412376
821.37823	2+	8592125
821.38792	1+	84471136
823.35682	1+	21321192
825.37177	1+	31958024
825.42183	1+	129474920
826.89194	2+	4590536
829.34405	1+	35186528
831.37231	1+	94458712
833.37278	2+	17093842
833.38711	1+	80036256
837.37254	1+	80985288
839.38737	1+	361713984
843.35884	1+	122358664
843.88024	1+	3886391
847.40485	1+	205658544
849.3822	1+	13163884
849.41686	1+	44394968
853.36765	1+	12036491
855.38292	1+	29951132
855.42889	2+	7543248
858.88678	2+	12838292
861.36915	1+	517386624
863.39813	1+	489494240
865.41679	1+	10502866
869.36331	1+	8890583
870.92941	2+	10402575
872.89992	2+	4783904
873.43592	2+	3778624
874.36201	1+	4902922
875.39265	1+	4626490
878.92777	2+	11632785
879.37014	1+	23077276
879.93991	2+	4120681
880.41418	2+	8400731
880.70084	2+	3536332
883.37792	1+	24120234
883.85513	1+	3347317
885.39305	1+	5260117
885.4362	2+	4937964
886.92977	2+	3600238
888.38002	1+	27078844
892.37876	1+	5660571
892.94184	2+	13768180
894.44673	2+	10417338
894.94251	1+	7016710
895.40041	1+	8521657
899.92987	2+	5357024
900.93807	2+	10594956
901.42273	2+	4901758
901.44873	2+	23155332
906.39457	1+	6114192
908.42904	2+	13473750
908.46692	1+	8100805
909.38149	1+	7614989
909.44728	2+	9418915
911.39621	1+	24913524
913.43438	2+	3892633
915.41938	2+	8540740
915.94283	2+	117321576
916.42541	2+	24943480
916.4576	2+	23926642
919.42391	1+	8692633
921.38161	1+	12238316
921.43779	2+	26160940
922.42515	2+	9150318
922.48266	1+	10945200
923.39943	1+	6734138
923.44455	2+	7175096
924.45736	2+	7106201
927.42916	1+	11379482
929.40745	1+	8309118
929.95929	2+	6905271
930.43812	2+	9576277
930.92518	2+	10914977
932.44907	2+	13992994
935.42353	2+	4911709
935.45735	1+	5112255
936.46391	2+	12002335
936.93211	2+	11388651
937.46929	2+	16815748
937.93311	2+	21993452
938.47771	1+	22836882
939.45682	2+	38422516
943.94516	2+	7989778
945.42315	2+	5330176
946.43526	2+	17572616
947.45438	2+	5347174
950.42459	2+	4270435
950.44293	2+	3658308
950.47384	1+	6174204
951.43859	2+	4787382
951.45344	1+	6698622
951.95125	2+	7579222
953.40666	1+	42716584
953.44346	2+	354522400
956.45941	1+	6207013
956.48629	2+	6335003
957.40001	1+	15931676
957.94154	2+	3642892
957.97215	2+	6204090
958.9496	2+	25495606
961.4747	1+	7935279
964.46544	2+	8014433
964.9328	2+	8644018
964.97406	2+	5355989
965.97903	2+	9715130
966.94864	2+	4678010
967.47725	2+	5855392
968.44952	1+	4115439
971.41654	1+	7508789
972.97762	2+	28084978
973.95615	2+	33329516
978.46978	1+	66124796
979.95229	2+	5905491
979.98349	2+	14595330
981.44722	2+	12164896
982.46292	2+	9133758
985.43262	1+	301406848
988.49265	2+	13207754
989.47184	2+	26860398
990.49072	2+	7665637
991.48168	1+	9263548
993.4603	1+	38108108
993.49893	1+	9547698
995.48445	2+	7698610
996.49125	2+	30173112
1001.47078	2+	6600471
1001.98725	2+	3706006
1002.49237	2+	8311284
1003.49812	2+	24078778
1005.45695	1+	7854060
1007.47235	2+	8328804
1009.48979	2+	10749904
1009.98447	2+	10061134
1010.47626	2+	6293531
1011.49595	2+	39956560
1012.4761	1+	21820746
1016.99141	2+	11914290
1017.97878	2+	20099268
1018.5034	2+	125214528
1022.47449	2+	11195691
1023.47611	2+	23028204
1023.50842	1+	56741336
1025.49134	2+	16003532
1026.50163	2+	56102648
1027.45754	1+	16916246
1027.50819	2+	135481008
1031.4738	1+	11783615
1031.4899	2+	14624217
1032.50102	2+	10759897
1032.98943	2+	17251984
1035.4712	1+	20478886
1036.99843	2+	16700741
1037.48277	2+	29434190
1038.48782	2+	33243778
1039.99531	2+	75859624
1043.48433	2+	18478280
1045.01394	2+	21142856
1045.48957	2+	8940935
1046.49611	2+	21462134
1046.51333	2+	7979079
1051.50409	1+	21393102
1052.48757	1+	15049361
1052.99646	2+	18604460
1053.51446	2+	34784728
1054.99997	2+	257222320
1057.46606	1+	22030848
1058.0204	2+	29642946
1059.4884	2+	23113982
1059.99381	2+	70259448
1060.02083	2+	19329898
1060.99958	2+	100612760
1064.49079	1+	7050737
1067.00504	2+	224699600
1068.49921	2+	151867376
1069.51965	2+	64067384
1074.0206	2+	16129029
1075.02719	2+	115930648
1076.50907	2+	227090096
1082.03565	2+	111931064
1083.02135	2+	53021780
1084.51363	1+	23556180
1087.47779	1+	36598152
1089.02574	2+	13830114
1090.03289	2+	96761200
1091.49704	1+	122656248
1093.48218	1+	15911379
1096.03433	2+	11548365
1096.53679	1+	8889776
1097.0408	2+	149245152
1098.02599	2+	23034194
1098.49404	1+	23952230
1103.02974	2+	3932206
1104.03088	2+	22293968
1105.03842	2+	54175968
1105.72847	1+	5029998
1107.61203	1+	4018698
1110.54517	2+	13536919
1111.51883	1+	6954970
1112.0244	2+	8317634
1112.56674	1+	28738734
1113.03523	2+	28665256
1118.04502	2+	11486511
1119.04316	2+	7557130
1120.04268	2+	342761792
1124.5468	2+	7064220
1125.54704	2+	38999084
1126.05113	2+	10372083
1126.54386	1+	10409601
1126.58226	1+	31377958
1128.56526	1+	8207496
1132.06215	2+	8181674
1133.06549	2+	11898014
1133.50534	1+	21269808
1133.55355	1+	8359287
1134.05883	2+	66451680
1138.54622	2+	7177652
1139.52093	1+	5270041
1139.55482	2+	13148860
1141.06705	2+	93362960
1142.0438	2+	57567208
1146.06032	2+	5873999
1147.04476	2+	5242627
1147.06782	2+	34718560
1148.05441	2+	21594290
1149.06992	2+	5507458
1149.5641	2+	4153413
1153.58101	2+	10745506
1154.05582	2+	4145847
1154.07709	2+	4922278
1155.0638	2+	52628916
1155.08415	2+	35149480
1156.55293	2+	13202565
1158.57218	1+	6613084
1161.06435	2+	16535831
1162.07279	2+	69190208
1163.05613	2+	36584552
1163.08014	2+	103250736
1168.074	2+	4337944
1168.5781	2+	17285854
1169.58527	2+	6592896
1170.08838	2+	260946320
1170.56849	2+	89803968
1176.07072	1+	19942724
1177.07808	2+	139423664
1178.08454	2+	912189184
1182.57164	1+	9770650
1183.06083	2+	7291907
1183.07793	2+	19901706
1184.08631	2+	164492032
1185.0722	2+	100191336
1186.56068	1+	16458219
1186.58252	1+	21038870
1192.08227	2+	418645568
1193.59143	2+	73320584
1198.08381	2+	7217890
1198.58697	2+	17254782
1199.09014	2+	615011456
1200.07151	2+	56135448
1204.53406	1+	5362169
1205.11495	2+	54231168
1205.61661	1+	8611544
1207.08729	2+	176784736
1208.12663	2+	43255164
1212.60052	2+	11817564
1214.09723	2+	289345120
1215.10278	2+	13301743616
1222.54274	1+	12914534
1223.59476	1+	10346815
1226.57691	1+	11885783
1228.55295	1+	8868743
1229.61391	1+	5394007
1242.57135	1+	19240180
1244.58822	1+	23069450
1246.54318	1+	7432704
1246.60494	1+	4988603
1254.57132	1+	7316336
1254.62958	1+	7061807
1256.58654	1+	31154364
1257.60742	1+	5355077
1258.60299	1+	11438781
1260.58093	1+	6309447
1262.59765	1+	7305752
1263.5538	1+	4591393
1266.63109	1+	19178008
1270.56665	1+	9738692
1270.62502	1+	12105457
1272.58194	1+	30259934
1274.59652	1+	15539259
1284.64049	1+	18516422
1285.57506	1+	13561506
1286.59889	1+	26661792
1286.65583	1+	17531202
1288.61107	1+	92673392
1296.57798	1+	11466961
1298.65814	1+	15883560
1300.57558	1+	12012430
1300.63426	1+	17257144
1300.67281	1+	18258288
1302.59216	1+	14994839
1302.65	1+	22305628
1304.60796	1+	37231304
1314.65211	1+	31733792
1316.60643	1+	16437869
1316.66677	1+	65923592
1318.58654	1+	7940405
1325.66651	1+	5294584
1326.59218	1+	12947364
1328.66728	1+	23114338
1330.67958	1+	121559920
1332.6026	1+	26522146
1334.61827	1+	5904863
1338.64848	1+	6542000
1344.66168	1+	36749052
1346.67613	1+	101417000
1352.66355	1+	8867482
1355.68075	1+	6923177
1358.67602	1+	10780346
1360.69221	1+	216919872
1363.67608	1+	16563021
1368.66072	1+	17296242
1374.67192	1+	32997614
1376.68708	1+	188591648
1382.67514	1+	9812202
1385.69245	1+	9377461
1387.70297	1+	19436854
1390.66723	1+	22697826
1392.68193	1+	24983248
1400.68414	1+	131717920
1401.64414	1+	7017144
1406.69652	1+	194809120
1415.67476	1+	12077775
1420.67616	1+	30321048
1425.64629	1+	7180759
1427.69581	1+	107982112
1432.67724	1+	6944281
1433.7095	1+	20687472
1434.68787	1+	9608168
1445.69575	1+	5750774
1446.66178	1+	4690846
1448.71143	1+	18528608
1449.67087	1+	5669068
1457.18434	2+	4846974
1459.63624	1+	5850700
1459.69026	1+	9802030
1460.74077	1+	10744700
1462.68598	1+	8510047
1462.72399	1+	56104364
1467.66946	1+	12512696
1469.68582	1+	4751830
1472.70754	1+	5770645
1474.72166	1+	11519634
1476.73893	1+	4648274
1478.68934	1+	7539644
1490.7505	1+	15643888
1492.72823	1+	6343781
1494.68083	1+	5740384
1497.73989	1+	5122803
1501.71132	1+	15470099
1504.73332	1+	16025870
1506.74955	1+	25113620
1508.7061	1+	39460172
1511.7584	1+	16242342
1518.75102	1+	26244180
1520.76474	1+	46766948
1524.696	1+	5486698
1532.69976	1+	27728942
1534.7804	1+	65361824
1536.75757	1+	24924592
1541.70308	1+	33678580
1545.76305	1+	10293939
1548.75904	1+	19234336
1550.77495	1+	141072400
1555.71307	1+	8131908
1556.75545	1+	5378918
1559.78008	1+	8012835
1561.79438	1+	9589410
1564.79229	1+	191901024
1566.76627	1+	74597784
1570.7415	1+	8470847
1572.74277	2+	8553823
1575.80387	1+	16963896
1578.76935	1+	17412944
1580.78686	1+	278424800
1582.79948	1+	66415832
1589.79459	1+	18041046
1590.76032	1+	11982187
1591.72167	1+	5076554
1596.78423	1+	6436673
1604.78262	1+	128560584
1610.79576	1+	286944512
1620.80681	1+	14759493
1631.79008	1+	15732675
1637.80395	1+	9495092
1647.83307	1+	5729191
1649.78257	1+	28724624
1651.82667	1+	13699483
1654.73961	1+	5078080
1660.82809	1+	6519567
1665.80661	1+	12942710
1671.76639	1+	43272996
1676.86123	1+	5038841
1678.24394	2+	4903002
1679.86129	1+	9155453
1691.85168	1+	10538593
1693.76632	1+	7250787
1695.76464	1+	76978472
1703.8554	1+	8821340
1705.80043	1+	8529196
1705.87478	1+	17435438
1709.77851	1+	47307056
1715.85662	1+	20852924
1718.8761	1+	6478070
1721.87058	1+	10891516
1722.80487	1+	10373960
1723.88676	1+	12600945
1727.79033	1+	22203388
1733.86617	1+	19024556
1735.88143	1+	71236152
1737.8958	1+	74262104
1743.78675	1+	27390938
1745.86706	1+	11797750
1747.88233	1+	13670864
1749.89169	1+	19624862
1751.87544	1+	20515038
1759.81525	1+	59022320
1762.88531	1+	24732566
1765.89272	1+	75296432
1767.90474	1+	108127208
1770.8557	1+	76288128
1777.89038	1+	18223938
1779.90749	1+	144181392
1785.91829	1+	8814192
1787.87412	1+	9962484
1793.88128	1+	12941925
1795.90177	1+	93421056
1802.87507	1+	13083680
1809.91674	1+	201439328
1817.88352	1+	14573541
1819.89962	1+	19435042
1823.89764	1+	9582489
1825.9148	1+	25508596
1827.92605	1+	54479872
1835.89138	1+	100757816
1837.83713	1+	5471240
1839.90449	1+	63611500
1841.90832	1+	50501480
1849.9089	1+	113276328
1853.88914	1+	15024019
1855.92134	1+	153485296
1869.87259	1+	20863936
1869.95153	1+	6664637
1877.90034	1+	6112109
1883.89486	1+	153736752
1911.95173	1+	7900387
1939.98421	1+	6262509
1946.93143	1+	7632741
1953.99773	1+	23594468
1958.0033	2+	6880594
1967.97928	1+	7329092
1969.9897	1+	22839892
1975.93366	1+	5814752
1977.95319	1+	16482601
1980.9802	1+	8878142
1984.00352	1+	12497508
1987.99937	1+	18787684
1996.97628	1+	8854269
2000.00098	1+	47851396
2005.94107	1+	7471128
2007.96488	1+	19120442
2009.98047	1+	6092477
2011.99804	1+	34805172
2015.00285	1+	18147434
2019.96056	1+	8132304
2021.98143	1+	44425932
2032.02419	1+	186319536
2037.97851	1+	9274743
2039.99148	1+	46098824
2046.95323	1+	75655416
2054.0077	1+	297906752
2060.96191	1+	5555448
2082.00635	1+	5483580
2085.02883	1+	8881837
2090.03543	1+	7269976
2094.99478	1+	6391049
2102.97358	1+	7359025
2113.02448	1+	11169038
2116.04576	1+	13215449
2124.00849	1+	9153969
2131.03232	1+	13632180
2136.03551	1+	8460743
2141.07847	1+	5990097
2147.0318	1+	12432973
2162.04865	1+	17544730
2171.09408	1+	7955929
2179.05378	1+	64857688
2190.04135	1+	6147646
2193.065	1+	7788660
2204.06006	1+	13772563
2211.08115	1+	19081656
2217.09963	1+	13411594
2221.0639	1+	20788420
2234.06826	1+	9428294
2236.0822	1+	20450454
2245.13001	1+	7621834
2250.09404	1+	5892771
2262.08875	1+	8427152
2276.16101	1+	6453846
2277.07789	1+	8887371
2282.11607	1+	8649074
2291.09514	1+	14183722
2294.10376	1+	13342163
2304.16282	1+	14977374
2309.11251	1+	15206189
2317.18308	1+	15767971
2321.11554	1+	16142162
2323.12846	1+	50494476
2331.17067	1+	12095077
2333.09608	1+	5735345
2335.12402	1+	36632132
2341.14397	1+	7389370
2352.13355	1+	22276470
2355.15766	1+	164239408
2363.19335	1+	5898449
2365.14225	1+	106972384
2371.18949	1+	19377554
2375.18769	1+	14527417
2383.15435	1+	79561560
2397.16757	1+	151525728
2407.21376	1+	102861920
2415.17997	1+	45913812
2429.19377	1+	16830446
2440.20157	3+	7456766
2193.065	1+	7788660
2204.06006	1+	13772563
2211.08115	1+	19081656
2217.09963	1+	13411594
2221.0639	1+	20788420
2234.06826	1+	9428294
2236.0822	1+	20450454
2245.13001	1+	7621834
2250.09404	1+	5892771
2262.08875	1+	8427152
2276.16101	1+	6453846
2277.07789	1+	8887371
2282.11607	1+	8649074
2291.09514	1+	14183722
2294.10376	1+	13342163
2304.16282	1+	14977374
2309.11251	1+	15206189
2317.18308	1+	15767971
2321.11554	1+	16142162
2323.12846	1+	50494476
2335.12402	1+	36632132
2341.14397	1+	7389370
2352.13355	1+	22276470
2355.15766	1+	164239408
2363.19335	1+	5898449
2365.14225	1+	106972384
2371.18949	1+	19377554
2375.18769	1+	14527417
2383.15435	1+	79561560
2397.16757	1+	151525728
2407.21376	1+	102861920
2415.17997	1+	45913812
2429.19377	1+	16830446
2440.20157	3+	7456766
