# N233. [NeuAc(a2-3) Gal(b1-4) GlcNAc(b1-2) Man(a1-3)] [NeuAc(a2-3) Gal(b1-4) GlcNAc(b1-2) Man(a1-6)] Man(b1-4) GlcNAc(b1-4) GlcNAc(b1-0)
# Deuterium
# Metal: Na
# Method: EED
# Permethylated
# Precursor: 2Na+ 1416.2027

m/z	z	I
1359.61584	1+	6332562
1361.66299	2+	6734432
1363.65747	2+	38770164
1363.68001	2+	80239136
1364.65603	2+	7910228
1369.64396	2+	7224159
1370.18299	1+	36283308
1370.20269	2+	18512842
1371.18876	2+	183732880
1371.71925	1+	23738748
1373.68802	1+	17458498
1376.66751	2+	9629333
1378.17885	2+	137247040
1379.18457	2+	809529600
1383.14774	2+	6677189
1384.68375	2+	63872708
1386.19029	2+	90727864
1386.67135	1+	35325688
1387.17771	2+	37742980
1388.71132	1+	15955884
1392.67946	2+	98156104
1394.18936	2+	195765056
1400.19073	2+	312079040
1404.70673	1+	13653907
1406.21628	2+	28278322
1408.18703	2+	116699416
1413.6541	1+	11899723
1415.19808	2+	808662336
1416.20272	2+	8793857024
1418.7434	1+	32235558
1427.69736	1+	62828160
1430.65576	1+	12515783
1431.69724	1+	5989720
1433.70887	1+	31349622
1443.6704	1+	23176186
1445.68362	1+	25663216
1456.70103	1+	18795122
1459.66414	1+	21475982
1461.67655	1+	27464386
1461.71159	1+	11206420
1485.73784	1+	4563358
1486.71468	1+	22228094
1489.67633	1+	23947712
1501.71981	1+	5911552
1516.74335	1+	7149746
1528.77429	1+	5771121
1535.71362	1+	7563587
1542.80287	1+	13334758
1545.74958	1+	7610940
1558.78082	1+	5968754
1560.78155	1+	9772001
1567.80111	1+	8349180
1572.81108	1+	15849724
1574.82505	1+	35758968
1584.74524	1+	5960013
1584.81393	1+	8813987
1586.8265	1+	23921684
1589.78526	1+	13698345
1591.80213	1+	16963006
1599.76784	1+	6924109
1602.82082	1+	17132088
1605.78268	1+	6138925
1607.80053	1+	12468233
1609.81257	1+	22004120
1614.75719	1+	9112099
1614.82559	1+	5343796
1616.76839	1+	15176725
1616.8345	1+	66755948
1628.77118	1+	9031940
1631.79397	1+	54696328
1637.80632	1+	17800016
1644.76824	1+	14493096
1647.79006	1+	17633680
1658.78387	1+	29821894
1658.84496	1+	7023089
1662.84248	1+	8935705
1664.79531	1+	7160590
1668.83139	1+	9477730
1673.83302	1+	10330341
1674.77832	1+	20473664
1686.84356	1+	5256248
1688.79641	1+	23735522
1688.86192	1+	16322402
1690.81116	1+	52020684
1696.82649	1+	10846984
1702.76467	1+	6225911
1702.86533	1+	8651840
1704.84817	1+	11063620
1706.80582	1+	23914128
1716.85156	1+	6805821
1719.87411	1+	25785396
1722.83281	1+	11206640
1729.87195	2+	7919066
1732.88345	1+	47262220
1734.80179	1+	21183106
1738.83371	1+	9249553
1746.86056	1+	9944375
1748.87775	1+	39749652
1754.85994	1+	7463303
1760.87639	1+	7611742
1762.89386	1+	91920968
1768.84207	1+	7009126
1770.85686	1+	47615132
1776.86732	1+	10517135
1778.887	1+	90886184
1791.89275	1+	8533483
1798.8541	1+	12851248
1802.88565	1+	42792232
1806.91429	1+	12364103
1808.89547	1+	147309024
1814.88193	1+	5583283
1819.91991	1+	11111041
1822.91582	1+	5341805
1831.88038	1+	6564777
1834.91851	1+	16535154
1836.86207	1+	7342287
1836.93331	1+	21508246
1844.90127	1+	5772489
1846.91759	1+	9770280
1849.94497	1+	11117618
1850.89916	1+	5888745
1856.86719	1+	6613893
1861.9399	1+	13523413
1862.89964	1+	9170034
1864.92358	1+	36081640
1869.87253	1+	7739479
1876.92082	1+	51349936
1882.932	1+	12132895
1890.94793	1+	9900022
1892.96055	1+	32401644
1893.9042	1+	10345880
1904.91409	1+	9446351
1906.98162	1+	7971329
1907.93631	1+	22254948
1908.94549	1+	5699887
1910.90445	1+	20335176
1920.9548	1+	16815296
1922.96862	1+	45059616
1938.95551	1+	26894010
1952.9744	1+	82926880
1956.94859	1+	8204947
1960.94217	1+	11826167
1966.99129	1+	227263152
1972.94299	1+	7183901
1974.955	1+	64529036
1979.96612	1+	16180640
1982.98659	1+	184151136
1984.99889	1+	18591394
1992.94145	1+	9360322
2002.94608	1+	10180089
2006.9812	1+	43793540
2012.99562	1+	134840048
2040.01707	1+	7601757
2054.02782	1+	8655722
2057.02769	1+	6478535
2059.04221	1+	11666994
2065.05529	1+	6249118
2073.96287	1+	17501886
2081.01753	1+	33663468
2094.05637	1+	12047704
2106.06329	1+	6196531
2108.07476	1+	18874280
2123.98662	1+	6612909
2124.06466	1+	14492420
2129.04712	1+	9132045
2129.98608	1+	13847865
2135.05889	1+	14684109
2139.08912	1+	82451112
2145.97544	1+	13321844
2146.05239	1+	10207367
2152.10308	1+	15629677
2159.05669	1+	14512102
2169.10001	1+	62704400
2172.04343	1+	9467191
2178.07426	1+	24529916
2182.10466	1+	89806800
2189.06579	1+	14339868
2196.08391	1+	8795740
2198.10302	1+	53235112
2206.0625	1+	10974370
2210.10143	1+	11520992
2212.11943	1+	136638080
2220.08139	1+	86496160
2229.12137	1+	30590244
2240.09847	1+	7815737
2242.10275	1+	25208868
2248.0748	1+	14761907
2252.1084	1+	32341996
2256.09068	1+	15128787
2258.12152	1+	103592936
2272.07146	1+	20933442
2286.09185	1+	182796016
2312.16991	1+	7360926
2315.07817	1+	6653764
2319.10686	1+	21604662
2335.12007	1+	8970041
2342.17789	1+	7821370
2348.12754	1+	16622758
2350.13871	1+	59397680
2356.19284	1+	9962900
2359.19511	1+	11417782
2362.13898	1+	17105658
2367.14399	1+	7535131
2373.19594	1+	7393424
2376.14838	1+	14461156
2381.16196	1+	73368392
2386.20291	1+	25324374
2392.15114	1+	55285308
2396.18202	1+	8686327
2400.18397	1+	6682223
2402.20178	1+	29512446
2409.16278	1+	26542096
2416.21444	1+	20865730
2420.13479	1+	8649020
2424.17783	1+	554555008
2431.21123	1+	15101843
2434.22395	1+	83539040
2439.87622	2+	7828823
2442.17953	1+	9895599
2449.15247	1+	33622156
2456.20013	1+	29841740
2489.209	1+	15363740
2500.19548	1+	9627265
2507.19576	1+	7432522
2518.24402	1+	13583256
2531.21549	1+	31995974
2563.24234	1+	19012024
2579.25854	1+	7869081
2592.24243	1+	6066146
2595.25434	1+	8732131
2605.24953	1+	24086612
2623.26352	1+	39044256
2636.26802	1+	7710168
2638.28566	1+	26900142
2650.27326	1+	6787216
2652.27899	1+	14594932
2663.28428	1+	9228917
2667.31562	1+	11619531
2679.29217	1+	13789336
2683.31093	1+	21044898
2691.28243	1+	10312997
2694.30156	1+	24604494
2697.30745	1+	6297173
2703.32805	1+	7930594
2706.34428	1+	13085830
2710.31443	1+	13267903
2713.31127	1+	18463282
2719.38101	1+	8576339
2722.30464	1+	20371518
2725.32778	1+	76839448
2733.36005	1+	6197365
2735.35908	1+	46301032
2738.33397	1+	6671823
2741.35157	1+	32952184
2749.38659	1+	8522033
2752.3324	1+	17439500
2754.33509	1+	37921908
2757.35535	1+	165244576
2767.33885	1+	78019504
2777.38004	1+	19457248
2785.35142	1+	39340064
2799.36531	1+	102176864
2809.40772	1+	179629216
2817.37487	1+	43478288
2830.39273	1+	9358152
