# N002. [NeuAc(a2-3) Gal(b1-4) GlcNAc(b1-2) Man(a1-3)] [NeuAc(a2-3) Gal(b1-4) GlcNAc(b1-2) Man(a1-6)] Man(b1-4) GlcNAc(b1-4) GlcNAc(b1-0)
# Deuterium
# Metal: Na
# Method: EED
# Permethylated
# Precursor: 2Na+ 1416.2031


m/z	z	I
302.90541	5+	2473408
305.32453	3+	3030040
306.13136	4+	2787856
308.94042	4+	2221905
310.12623	1+	13796913
312.14432	1+	20320140
314.15699	2+	2539865
315.16379	1+	21075014
315.62611	2+	2701158
316.11384	3+	3508520
317.17946	1+	89222336
324.14194	1+	27010360
326.09203	4+	3110025
326.15754	1+	16656962
333.90232	2+	2273951
334.97572	3+	2350891
335.54664	1+	2436076
335.76783	3+	2722364
336.14266	2+	10345590
338.13512	2+	2468958
338.15767	1+	12016703
339.24375	1+	2690003
340.17309	1+	15546474
340.2617	1+	4442389
341.06677	5+	2747391
341.12149	3+	3550319
343.13586	3+	4331883
343.78415	3+	2507527
344.17056	1+	161929792
345.1743	1+	29625360
346.12381	1+	41949436
350.15707	2+	6035135
351.62051	1+	2385465
352.13699	5+	3000307
353.04606	9+	3881587
355.0694	1+	14927404
356.16809	1+	814693504
358.18418	1+	6538434
365.99258	3+	2857740
366.15315	1+	18040652
368.1681	1+	44996684
368.34389	1+	13636502
369.17675	1+	13153835
371.15514	2+	3966204
372.37527	1+	2770630
374.03699	14+	2346788
374.39132	3+	2706239
376.1967	1+	111592848
379.79321	2+	2847823
379.91696	4+	5406880
380.16773	2+	4248514
382.32295	1+	7738017
383.86375	3+	5628542
384.16381	3+	13973538
385.14684	1+	9075854
385.21351	1+	2648636
386.20171	1+	17323836
390.52491	2+	2391718
390.58214	3+	2365618
392.13085	3+	2433445
392.23729	5+	2382504
393.61474	2+	2597216
394.1836	1+	7197760
395.91213	12+	2808610
396.11809	4+	2635048
396.19954	1+	12243814
397.71039	2+	3950508
398.17958	1+	178039696
399.16275	1+	11132602
399.18644	1+	64370868
399.2099	2+	5247205
400.12821	1+	5239952
401.17826	1+	27210456
402.15003	1+	21090590
402.21232	1+	17931468
406.14489	1+	129611376
409.38774	1+	2708354
409.71005	1+	3431504
410.17862	1+	14833185
410.3115	2+	2403286
412.19378	1+	19388566
414.23229	1+	6708398
416.18928	1+	28934668
417.17305	1+	16667014
421.10106	1+	2601914
421.50435	3+	4064052
421.75635	2+	3257317
424.01117	7+	2508514
424.13362	4+	4427927
424.1943	1+	24927598
424.89191	3+	4347292
426.20997	1+	12302590
427.63992	3+	2598333
427.74473	2+	6245783
428.1892	1+	30416962
428.22528	1+	28693226
429.21916	1+	17888640
430.14568	1+	9475997
430.20482	1+	23103964
433.16893	1+	9833061
434.17697	1+	6910160
434.33108	2+	2731950
438.17106	1+	57344980
440.18915	1+	45407040
442.2048	1+	36420132
443.71694	2+	11111111
444.22044	1+	23866912
444.66863	2+	3891093
447.71453	2+	6858872
447.87937	6+	4821048
448.21764	1+	9837576
450.23349	1+	37147244
454.2049	1+	17403672
455.23701	1+	6539053
456.18407	1+	48809100
456.2204	1+	27787068
457.92103	3+	4907957
458.19973	1+	40412208
458.64831	2+	3506884
459.72908	6+	3041982
462.172	1+	6269852
462.92894	12+	2539809
468.24427	1+	5974195
468.73886	1+	2497412
469.251	2+	2527738
469.96371	17+	25324088
470.19964	1+	23912416
470.2584	1+	31156066
471.97911	17+	139442640
472.07612	6+	69374280
472.21537	1+	334059680
473.22497	1+	7939537
474.1648	1+	11419240
477.52999	1+	2775503
480.18311	2+	7560499
481.69302	2+	3037184
482.25791	3+	5361750
484.27397	1+	25658804
486.2311	1+	28446992
486.25122	3+	2647738
486.50869	3+	2560710
488.1803	1+	12335933
488.2101	1+	15058535
494.19754	1+	36082620
495.70918	2+	2824368
498.23097	1+	23120186
500.21021	1+	19272396
500.24635	1+	17070016
500.26893	1+	58026728
500.67542	1+	3135835
501.24195	1+	7859393
502.2846	1+	99554216
511.26123	2+	3451000
512.27094	1+	5231717
514.18744	2+	5768037
514.28465	1+	199509776
516.20524	1+	25380346
518.27984	3+	3773125
528.2421	1+	50238572
528.90202	1+	2867147
530.22208	1+	22624750
530.25707	1+	22856476
530.27993	1+	57723668
531.22939	1+	12193238
531.79059	2+	3386205
536.20836	1+	8709024
542.2212	1+	27137810
542.25764	1+	47809848
543.7731	2+	14695627
543.96764	3+	6919951
544.23691	1+	85469736
544.2955	1+	216543344
545.30209	2+	44459136
546.25209	1+	34850704
546.31081	1+	30555006
548.28988	1+	10853122
553.2259	1+	3010851
553.91873	3+	2971892
554.21823	1+	46677532
556.2369	1+	38830116
558.21463	2+	9451591
558.24877	2+	60980760
558.25244	1+	14571756
558.74398	1+	3082535
560.26785	1+	77763016
560.29044	1+	21673452
562.30566	1+	51295764
572.26802	1+	119275704
573.66361	1+	2691157
574.24737	1+	67294128
574.28317	1+	95125352
578.21869	1+	17671512
578.27045	1+	7002198
580.29636	1+	14314903
582.2147	1+	4534203
584.28733	1+	23249754
586.24748	1+	68872624
588.26268	1+	239956896
589.27251	1+	11610728
590.30064	1+	206194240
596.29124	1+	8741258
600.29753	1+	10309883
602.24342	1+	12444554
602.27878	1+	33902224
604.25726	1+	139272192
606.18721	1+	3197618
610.24464	1+	168723888
614.27869	1+	24541952
618.27367	1+	1707749632
620.28881	1+	313252160
621.30006	1+	6164462
623.63533	2+	2785035
630.27355	1+	18070186
632.25156	1+	4413262
632.28896	1+	21547412
634.24706	1+	5180766
636.25524	1+	6818520
637.38148	1+	2929396
638.77944	2+	3755825
642.27013	1+	16170016
644.28938	1+	40522868
646.30498	1+	32796766
648.28464	1+	15760181
648.31969	1+	11854961
650.29886	1+	8707674
660.28404	1+	15451013
661.29494	1+	3171895
662.29946	1+	39172224
666.27287	1+	12429852
674.26368	1+	5051721
676.31497	1+	63083252
678.26382	1+	17587328
684.28215	1+	38867156
686.30009	1+	9820421
688.37341	1+	8291903
690.29469	1+	38300196
690.33068	1+	113779400
692.31039	1+	19791494
699.33062	1+	5751605
702.33043	1+	13128673
704.31303	1+	9082433
704.3684	1+	19187974
708.10508	4+	4959745
708.10572	2+	3145436
710.2953	1+	13176678
716.30823	1+	24522458
716.34419	1+	6991390
716.36969	1+	5164986
718.32526	1+	14659448
718.38403	1+	10306311
719.35945	1+	4796360
726.32665	1+	3028457
729.3425	1+	4208600
731.35878	1+	4918775
733.31689	1+	5130445
734.37985	1+	40451752
736.33603	1+	18404346
741.34239	1+	8435514
744.34236	1+	10167117
745.31384	1+	5779459
745.37334	1+	11832098
750.37669	1+	17535502
751.3859	1+	13686922
757.37325	1+	6951209
758.31798	1+	184652096
759.35251	1+	20664576
762.37605	1+	7903252
764.36793	1+	9317663
768.35419	1+	5904906
773.36795	1+	24756710
776.36706	1+	141939312
777.33982	1+	66690460
781.33274	1+	94032552
786.34941	1+	9749216
787.38362	1+	12339421
789.36229	1+	18750866
789.39795	1+	16908054
791.37917	1+	103877776
793.3964	1+	135985808
801.3636	1+	8713886
804.38655	1+	41924584
806.37883	1+	7343108
807.37532	2+	4666402
811.40633	1+	11100452
815.37835	1+	11571441
816.35978	1+	9155691
817.39391	1+	22682400
819.40862	1+	81769424
819.85835	2+	5187591
819.88162	4+	4209318
820.39434	1+	8805160
821.38943	1+	69685400
825.42239	1+	357358112
829.39399	1+	7528972
831.37355	1+	70733920
833.38833	1+	158449712
834.37284	1+	13765532
838.34231	1+	7746029
840.35717	1+	3749485
847.34472	1+	77857768
847.40411	1+	137849632
848.38905	1+	21802356
849.38689	2+	11733326
855.43292	1+	31200040
856.90084	2+	4755103
859.40436	1+	5392515
860.38694	1+	14102685
863.39881	1+	245413696
864.38425	1+	31071836
865.41454	2+	13455917
866.39886	1+	42627716
869.41258	1+	9629881
877.41548	1+	7020176
877.93755	1+	3720889
878.45926	1+	7415710
879.37126	1+	20531306
880.34148	1+	3803384
882.36359	1+	20367092
882.39538	1+	8516122
886.36665	1+	17615318
888.38067	1+	61766136
889.41614	1+	8466054
890.4522	2+	4498858
892.43824	2+	7543037
894.39364	1+	18873830
898.94347	2+	3329244
900.93931	2+	4563711
905.45231	2+	6551374
906.4522	1+	12458379
908.4679	1+	17903398
911.39689	1+	12197592
913.94803	2+	4422189
915.94437	2+	11077068
916.43464	1+	3555622
920.46448	2+	4082643
921.43797	2+	24064940
921.44179	1+	14554209
921.95127	2+	13679974
922.48351	1+	25486496
922.70344	1+	4006179
924.46776	2+	7284367
929.40739	1+	8378710
929.45731	2+	4691687
935.45882	2+	10599381
936.46227	1+	15679657
938.47829	1+	31901372
942.4361	2+	8088766
943.4231	1+	16181686
950.46045	2+	7188303
952.40158	1+	3588842
952.4595	2+	10140283
953.40732	1+	18003616
956.96017	2+	3571749
958.45947	2+	6775093
961.43596	1+	5613996
961.47485	1+	5534206
963.45345	1+	13981462
965.97288	2+	13369897
966.47316	1+	5536312
966.94914	2+	7768927
971.41841	1+	4486328
971.95657	2+	3921342
972.97577	2+	5511285
978.4724	1+	33856112
979.4159	1+	5340551
979.4859	1+	6743711
979.98034	1+	12248132
982.46885	1+	17436536
985.43312	1+	359237536
987.98314	2+	7192107
991.4827	1+	14577841
993.46156	2+	13037864
993.49905	1+	8739366
994.99201	2+	20273456
996.48531	1+	5705768
1000.98703	2+	4555943
1002.98996	2+	28818954
1003.99615	2+	7634428
1005.46346	1+	9998062
1007.47896	1+	15713160
1009.49369	1+	9590249
1012.47421	2+	10258237
1017.00676	2+	6022205
1017.99391	2+	49035860
1019.4788	1+	7712280
1021.49505	1+	11117479
1023.50875	1+	50775604
1025.48761	1+	58711264
1027.44506	1+	18058646
1032.0081	2+	4472830
1035.47313	1+	16137769
1037.48714	1+	47328600
1041.01401	2+	5373755
1044.99821	1+	6367628
1045.45706	1+	8754252
1047.47365	1+	4278504
1049.48694	2+	11284485
1051.50494	1+	38409732
1053.48194	1+	16214361
1053.52064	1+	18920742
1058.52473	2+	5964805
1059.47228	1+	17188072
1062.50676	1+	14320338
1065.48397	1+	8673914
1065.51564	2+	12489084
1065.53504	2+	9406000
1067.49936	1+	126025000
1068.50697	1+	14326131
1068.95913	2+	5346142
1072.52844	2+	5244757
1073.50074	2+	7933015
1074.03385	2+	8810609
1077.4818	1+	8622812
1078.52496	1+	4025715
1079.5296	2+	4411752
1081.01253	2+	10686260
1081.04044	2+	36038816
1082.51938	1+	5953513
1085.48078	1+	12045137
1087.04011	2+	10596114
1088.5063	1+	7050887
1089.03925	2+	6629365
1091.49482	1+	62995796
1093.51499	1+	27046312
1096.04645	2+	37352952
1097.51101	1+	7195765
1101.48062	1+	16890862
1101.54402	2+	13411531
1102.54968	2+	76618432
1103.54115	2+	4397942
1107.49495	1+	4629642
1109.00806	2+	4645521
1109.54227	2+	7741544
1110.54791	2+	44516648
1111.5244	1+	71242488
1115.49532	1+	16421198
1117.55456	2+	127936704
1119.49303	1+	6049877
1121.56548	1+	6351479
1123.525	1+	7207347
1125.0432	2+	29888348
1125.53908	1+	17910544
1133.50631	1+	195024896
1135.58616	1+	6130434
1137.59915	1+	12308202
1138.52265	1+	5843192
1139.0242	2+	9968039
1140.55741	2+	137415920
1141.59057	1+	15292329
1145.56625	1+	5514114
1153.58707	1+	14878755
1154.54345	2+	128693464
1158.57843	1+	9065086
1160.08323	2+	4650986
1161.57578	2+	7241097
1162.06605	2+	5136926
1165.53455	1+	6897210
1165.57238	1+	18474434
1167.54938	1+	19069768
1167.60585	1+	18946688
1168.05467	2+	8533056
1170.07707	2+	6850407
1174.06708	2+	7359252
1175.57963	2+	13514278
1176.05772	1+	4617899
1177.53475	1+	4308638
1179.55105	1+	7628065
1181.06289	2+	5545151
1181.58531	2+	7250196
1182.58363	2+	21068054
1183.07512	2+	5518355
1183.60721	1+	27275180
1186.56876	1+	14050833
1188.58763	2+	19084558
1189.57402	2+	10818049
1191.08914	2+	24457902
1196.58564	1+	29722660
1198.09628	2+	34670020
1203.05082	2+	6039101
1203.59367	2+	8064167
1204.59926	2+	136187008
1207.6023	2+	4412614
1209.56148	1+	37521156
1211.59491	2+	18195948
1212.59596	2+	71493472
1216.58144	1+	11764863
1218.58215	2+	16709506
1219.60677	2+	73171552
1220.58954	2+	33242536
1224.07588	2+	11643660
1226.09695	2+	44919436
1228.10567	2+	280401440
1231.54237	1+	12978260
1232.09247	2+	5089787
1233.59658	2+	18941432
1235.08279	2+	9211470
1235.58422	2+	4163722
1239.07412	2+	38238552
1239.57126	1+	17278420
1241.10307	2+	19650220
1241.58673	1+	240931312
1246.59298	1+	4161035
1247.60082	2+	6922861
1248.60893	2+	18806130
1249.55332	1+	10267564
1255.08884	2+	6196602
1255.11379	2+	15454621
1256.10069	2+	187128464
1259.62331	2+	6092434
1261.09372	2+	64376792
1262.60377	1+	9988568
1263.56891	1+	41888548
1263.61038	2+	4323516
1269.11299	2+	8577027
1270.61906	1+	14403440
1270.62212	2+	77504336
1273.55296	1+	6147632
1277.10721	2+	110491544
1279.56554	1+	7583758
1282.59972	1+	5654598
1283.65603	1+	7144017
1285.5783	1+	21131936
1291.62873	1+	5759231
1296.66238	1+	6881558
1298.14017	2+	8652377
1311.14545	2+	10440645
1313.60969	1+	6971995
1313.67111	1+	12654059
1315.62295	1+	14124464
1320.15441	2+	11368582
1326.1686	2+	11100813
1326.63632	2+	7307468
1327.68686	1+	6608976
1329.69155	1+	9153747
1333.66783	2+	8727987
1334.15115	2+	9479331
1335.15867	2+	36916328
1337.60446	1+	14853192
1339.68596	1+	12321977
1340.15189	2+	8132847
1341.66478	2+	73243496
1343.14248	2+	18216306
1345.69153	1+	11888946
1348.16768	2+	10504142
1349.65949	2+	15788197
1355.18063	2+	16714806
1356.18648	2+	36061884
1356.66222	2+	20135384
1357.69566	1+	14077138
1361.65567	2+	14176609
1363.17706	1+	22272458
1363.68086	2+	59958688
1364.15468	2+	41517564
1370.16167	2+	7112784
1370.18405	2+	10258524
1370.68626	2+	102592968
1371.66993	2+	103464400
1371.72099	1+	23489920
1375.69909	1+	5426451
1376.67191	2+	6552243
1378.17955	2+	123145776
1379.185	2+	646489728
1384.17766	2+	11964716
1385.18809	2+	71849360
1386.67633	2+	104628504
1387.71012	1+	49923640
1392.68033	2+	89988104
1394.19049	2+	206680160
1398.68513	2+	6765509
1400.19134	2+	267145696
1405.21157	2+	14400355
1406.68407	2+	25144882
1406.71897	2+	47666164
1408.1879	2+	123710656
1413.1953	2+	30765492
1415.19901	2+	876469184
1416.20316	2+	7792016896
1427.19562	2+	46818148
1427.69616	1+	32357538
1429.65326	1+	10652853
1431.6969	1+	9019182
1433.70804	1+	25511236
1440.7089	1+	6468804
1443.67053	1+	17825038
1445.68426	1+	18085934
1454.68813	1+	6847729
1456.69931	1+	11521747
1459.66575	1+	17390078
1461.67907	1+	22583036
1470.71242	1+	7980478
1486.70865	1+	16299237
1489.67459	1+	18768512
1502.71247	1+	6408370
1535.72102	1+	5161592
1542.80391	1+	9449112
1544.81562	1+	11110403
1558.7999	1+	8483150
1560.78286	1+	9609745
1572.81272	1+	11249410
1574.82446	1+	30853296
1577.78489	1+	8600063
1582.73389	1+	8161214
1584.81384	1+	6872405
1586.81838	1+	14639649
1590.79271	1+	13714331
1600.81439	1+	5277973
1602.82057	1+	11377709
1607.79895	1+	12076576
1609.81252	1+	15546264
1614.75624	1+	5343326
1616.77085	1+	16553389
1616.83472	1+	35811864
1628.7726	1+	5901936
1630.8133	1+	13689891
1631.794	1+	61452028
1637.8096	1+	14373820
1644.76869	1+	8606555
1647.79081	1+	14347171
1658.78452	1+	21555034
1668.83431	1+	10676878
1672.82628	1+	11920688
1674.77901	1+	14274035
1688.79667	1+	19021658
1690.81241	1+	42798176
1690.88189	1+	7226618
1702.86589	1+	6969393
1704.85167	1+	11946422
1706.80288	1+	15839782
1716.85109	1+	6523130
1718.86846	1+	28698908
1720.88183	1+	5515368
1728.85523	1+	5975233
1730.86987	1+	11049086
1732.88544	1+	39258524
1735.86044	1+	11887555
1738.8338	1+	7787188
1746.90461	1+	6017938
1748.87635	1+	38292628
1756.8415	1+	6163352
1760.87425	1+	8584686
1762.89398	1+	81665576
1770.85792	1+	36599532
1776.90474	1+	6121864
1778.88775	1+	69214424
1780.89876	1+	8995487
1788.91273	1+	9259876
1793.91286	1+	7477783
1798.85217	1+	6674208
1802.8857	1+	58039944
1808.89541	1+	128052304
1820.94673	1+	9095679
1832.89505	1+	11313092
1835.92677	1+	21245578
1836.87768	1+	8055672
1844.89766	1+	6719001
1847.92847	1+	7346272
1849.88239	1+	8070665
1850.95021	1+	8468326
1854.9377	1+	10443986
1859.92749	1+	6865478
1861.88977	1+	11933928
1862.95063	1+	8652893
1864.92353	1+	31743574
1873.89881	1+	7237382
1876.92249	1+	63796652
1882.93655	1+	9159477
1892.95853	1+	18528594
1895.86079	1+	5275139
1903.91114	1+	5455915
1905.92158	1+	10100141
1906.98727	1+	5286707
1908.95003	1+	21834596
1910.90416	1+	14902021
1920.95336	1+	14673745
1922.96855	1+	26521748
1936.97488	1+	42904804
1942.92582	1+	9403913
1950.9634	1+	9020018
1952.97667	1+	63111976
1960.9423	1+	9485130
1966.99136	1+	143122096
1974.9552	1+	42309892
1979.97	1+	16667229
1982.98682	1+	153334512
1986.00361	1+	17246660
1991.95667	9+	5778513
2006.98258	1+	59966360
2012.99576	1+	118483872
2054.02332	1+	10199301
2058.04727	2+	6758014
2065.06789	1+	7141466
2073.96442	1+	20524420
2080.01561	1+	8453229
2081.0172	1+	56359136
2094.05666	1+	12867310
2108.07374	1+	16220098
2114.01847	1+	6444265
2125.07275	1+	12086159
2129.98235	1+	8738737
2139.08877	1+	67561136
2145.97156	1+	10242449
2146.05486	1+	9835432
2153.10683	1+	10200563
2156.09825	1+	10792370
2158.0428	1+	7705775
2165.06749	1+	7778353
2167.08535	1+	36345228
2170.10801	1+	68787040
2178.07719	1+	18797760
2182.10571	1+	84747184
2189.05828	1+	11782098
2196.0839	1+	7838977
2198.10203	1+	66775328
2206.0715	1+	8735940
2212.11961	1+	129737184
2220.08181	1+	84411464
2227.11039	1+	11646819
2230.12757	1+	28486928
2240.10079	1+	6960633
2242.09597	1+	19441384
2248.06601	1+	9266526
2252.10677	1+	26935884
2258.1199	1+	92494704
2272.07705	1+	18420408
2286.0935	1+	148968880
2289.62739	6+	6030711
2312.16846	1+	11681502
2318.09328	1+	6396385
2334.14308	1+	6667760
2341.15702	1+	7329545
2348.12899	1+	8572467
2350.14291	1+	33555644
2359.19041	1+	8500289
2371.18395	1+	10068644
2376.15288	1+	15178225
2380.15633	1+	14117363
2382.17089	1+	28431720
2386.20385	1+	70989840
2393.16094	1+	26191908
2402.20394	1+	24193564
2409.16319	1+	7669547
2411.17951	1+	21163652
2416.21088	1+	15211393
2419.69811	2+	14665186
2424.1792	1+	282332544
2432.21555	1+	15347445
2434.22434	1+	58837600
2441.19622	1+	13061878
2449.14971	1+	36896868
2456.20642	1+	169950112
2489.20868	1+	15607878
2499.17881	1+	10856454
2518.24543	1+	12487320
2526.21591	1+	6392293
2532.20659	1+	16387974
2563.24202	1+	13929543
2594.27704	1+	6945529
2605.24953	1+	16801794
2623.2532	1+	11955541
2637.27991	1+	20123232
2651.29058	1+	10566863
2662.29865	1+	7925848
2667.30117	1+	7937396
2679.27973	1+	8269754
2682.30164	1+	18272308
2694.30012	1+	20267746
2706.34786	1+	11101536
2711.31451	1+	8215050
2723.31834	1+	15494564
2725.32598	1+	73264992
2735.36359	1+	38467500
2741.35647	1+	26728928
2754.33085	1+	31901758
2757.35634	1+	152226480
2765.35563	1+	12075123
2767.33652	1+	59456884
2777.39001	1+	14497454
2785.34753	1+	29311670
2798.35928	1+	9170507
2799.36725	1+	92655656
2809.40924	1+	155233680
2817.37744	1+	30614078
2829.38948	1+	12963004
