# LNFP 1. Fuc(a1-2) Gal(b1-3) GlcNAc(b1-3) Gal(b1-4) Glc(b1-0)
# O18
# Metal: Cs
# Method: EED
# Permethylated
# Precursor: Cs+ 1212.4665

m/z	        z	I
934.47425	1+	5088953
944.32481	1+	145119824
946.3051	1+	27993356
946.32754	1+	41656888
946.34232	1+	73784656
950.32471	1+	24211592
958.3048	1+	7798859
960.32083	1+	16936994
962.32547	1+	59343552
964.34017	1+	532416096
973.33214	1+	5593704
976.31573	1+	89493272
976.33989	1+	97890560
980.33544	1+	12660378
990.33087	1+	644254848
991.33383	1+	61034408
992.33575	1+	215549552
1006.35052	1+	145693472
1008.33004	1+	35832668
1022.34557	1+	191158672
1023.34809	1+	17269264
1024.36558	1+	14231044
1037.3827	1+	4750565
1048.37281	1+	13571493
1050.37802	1+	12893465
1052.35654	1+	623938304
1060.37814	1+	22202364
1062.38825	1+	208142848
1066.3363	1+	13045003
1080.35221	1+	14658521
1080.38804	1+	30520568
1084.38223	1+	11100580
1094.4034	1+	93842392
1097.59512	1+	8084018
1102.55104	1+	51149740
1103.9039	2+	5508480
1106.40222	1+	10886193
1108.38092	1+	13802446
1120.41989	1+	11674997
1122.58273	1+	13044305
1124.37699	1+	9246694
1136.415	1+	167400144
1138.43097	1+	57291876
1146.53975	1+	12185874
1148.42493	1+	62559668
1150.42518	1+	93290312
1150.44377	1+	200053856
1154.60724	1+	277543616
1156.61316	1+	80288128
1166.42446	1+	223799296
1176.58966	1+	15798161
1178.43507	1+	5938621
1180.44042	1+	596859328
1196.43598	1+	109125544
1197.44008	1+	19783160
1198.57794	1+	21584084
1212.46647	1+	30420680704
1215.60254	1+	48220552
1215.64296	1+	19517436
1216.57649	1+	17212082
1216.99646	2+	4848444
1217.11865	2+	10954880
1217.48478	1+	45925704
1217.95357	2+	4684354
1218.45428	2+	30093194
1218.56349	1+	38182876
1220.55806	1+	40233344
1226.44609	1+	10123983
1256.45549	1+	15766357
1286.50585	1+	21754856
1879.16983	2+	6192982
1966.24252	1+	12983928
