# LNFP 2. [Fuc(a1-4)] [Gal(b1-3)] GlcNAc(b1-3) Gal(b1-4) Glc(b1-0)
# O18
# Metal: Na
# Method: EED
# Permethylated
# Precursor: Na+ 1102.5495

m/z	        z	I
752.35614	1+	14756110
756.07402	1+	2824186
764.3681	1+	9005164
780.35155	1+	6005987
780.56542	1+	2895907
781.64484	1+	2876823
792.38793	1+	15018201
794.40328	1+	52540156
795.38721	1+	7574258
806.39826	2+	5817472
822.39859	1+	28274988
824.41388	1+	57891788
834.40917	1+	85610176
836.41248	1+	82326184
838.40425	1+	12821217
839.91046	2+	2918041
850.40456	1+	14118116
852.40854	1+	47167600
854.42433	1+	52751796
864.42003	1+	5959621
866.39978	1+	34153836
866.42421	1+	217959472
870.42177	1+	4094660
880.41463	1+	197670496
882.41937	1+	71217352
896.43471	1+	153584032
897.53638	1+	3555210
898.41469	1+	8575725
912.42956	1+	127491584
942.44033	1+	160673936
952.47216	1+	92887128
970.47163	1+	12545447
984.48484	1+	12142653
998.50278	1+	4249477
1010.50239	1+	6332704
1026.49687	1+	79278528
1028.51372	1+	56017636
1038.50817	1+	26634266
1040.50835	1+	47951624
1040.52646	1+	90756920
1042.49253	1+	5775637
1056.50743	1+	121041504
1070.52326	1+	237278928
1072.50171	1+	19242712
1086.51893	1+	49941708
1102.54945	1+	11634395136
1105.52777	1+	32259054
1112.51847	2+	3711118
1140.57946	2+	3590915
1554.11601	1+	4277177
1687.05368	2+	4733254
1687.36721	2+	4266531
1689.07059	2+	6972403
1879.86949	1+	4574875
1965.2099	2+	5455278
1978.84035	2+	6928452
1979.06882	3+	5023260
2089.58389	2+	4983816
2307.77581	2+	5250382
2440.25702	1+	5068145
