# N222. [Gal(b1-4) GlcNAc(b1-2) Man(a1-3)] [NeuAc(a2-3) Gal(b1-4) GlcNAc(b1-2) Man(a1-6)] Man(b1-4) GlcNAc(b1-4) GlcNAc(b1-0)
# Deuterium
# Metal: Na
# Method: EED
# Permethylated
# Precursor: 2Na+ 1235.6176


m/z	z	I
618.27303	1+	2081660032
618.32168	2+	189590048
618.33273	2+	217751008
620.28867	1+	183797792
622.30725	1+	35473028
624.25995	1+	363504896
632.28916	1+	30472634
636.32239	1+	111088568
640.31783	1+	32184146
641.34879	1+	47986724
644.28921	1+	69795072
646.30482	1+	78934096
662.29989	1+	72113256
662.33573	1+	40390484
664.315	1+	182330752
668.31239	1+	32262424
676.31475	1+	103894056
684.28188	1+	71286376
690.29477	1+	74425408
690.33139	1+	134482816
692.31027	1+	32324322
704.36866	1+	38287584
706.32601	1+	411466080
708.34188	1+	41647736
730.3238	1+	71519760
734.37915	1+	103225344
736.33664	1+	38358984
749.37029	1+	29704400
751.38572	1+	87064248
758.31798	1+	466617440
764.36728	1+	62661908
774.37046	1+	37123620
776.36723	1+	80146776
781.33365	1+	124101376
791.37987	2+	57856960
793.39596	1+	517893024
809.39174	1+	35852564
811.40672	1+	78806936
818.37872	1+	46471856
819.41036	2+	71268840
820.39414	1+	30896042
822.07623	3+	29176032
823.40788	2+	49698800
825.42262	1+	3388254720
829.40324	3+	56089980
831.37356	1+	60457964
833.38832	1+	152348160
834.37328	1+	38964712
837.40758	2+	40022324
839.40688	3+	69838208
844.41757	1+	73205608
847.40392	1+	114916640
848.38647	2+	32195534
853.41809	1+	31802170
855.43301	1+	411739968
863.39928	1+	288385984
864.38397	1+	68584408
866.3989	1+	136949296
867.4694	1+	55057444
869.41241	1+	175556112
886.36594	1+	46996900
888.38065	1+	173062160
894.39438	1+	44525240
906.45321	2+	30329710
908.46854	1+	33528878
915.45876	2+	33636776
921.96273	2+	116555232
922.48408	1+	51944764
929.96001	2+	51129780
936.96821	2+	207888096
943.95828	2+	33723296
944.96518	2+	30006558
959.97035	2+	123141768
966.47403	2+	37631052
973.9571	2+	281216032
978.47322	2+	68899456
984.48437	1+	42305300
985.43348	1+	125565824
987.98357	2+	38489556
994.99152	2+	173774736
1000.98962	2+	33661612
1002.49432	2+	92576872
1002.98971	2+	61049280
1003.99626	2+	163945376
1017.99401	2+	118566968
1024.01221	2+	169908320
1029.52162	1+	36064536
1032.0099	2+	80727208
1037.48698	1+	35418948
1038.51453	2+	38234800
1039.52237	2+	77752048
1046.51179	2+	92920760
1048.02259	2+	347212992
1051.50201	2+	34107624
1053.52044	2+	35798352
1065.53357	2+	30092340
1066.54131	2+	160136224
1067.50418	2+	35230532
1071.53222	1+	36821880
1075.51435	2+	450476384
1078.53508	2+	367361216
1081.00949	2+	115132360
1081.54524	2+	242683856
1087.53267	2+	29968920
1088.53634	2+	285493312
1089.0715	2+	122931728
1091.0225	2+	58456868
1093.51372	1+	71085360
1095.54325	2+	55060772
1096.52006	2+	292216288
1096.55043	2+	104832376
1100.50833	1+	31446184
1102.54967	2+	132577024
1110.54683	2+	188698176
1111.5245	1+	119860000
1115.49601	1+	53488192
1117.5547	2+	243851696
1125.54464	2+	31261398
1128.50632	1+	31979786
1131.55281	1+	31285104
1133.50661	1+	415296768
1139.05896	2+	66907408
1140.55723	2+	234103024
1154.57358	2+	47585664
1161.58102	2+	64100260
1162.5576	2+	72934536
1167.60808	1+	44231688
1168.56288	2+	29376466
1175.57684	2+	42585500
1182.58857	2+	52841964
1183.57156	2+	77307888
1183.60385	2+	62052208
1188.58158	1+	44973428
1188.61203	2+	40074108
1190.60534	2+	103287720
1191.08613	2+	277675840
1195.58178	1+	41384756
1197.08757	2+	123233320
1198.59871	2+	999473472
1204.59965	2+	125354928
1205.12421	2+	33078980
1205.58695	2+	94452824
1206.59512	2+	191376720
1206.63206	2+	38366324
1209.56791	2+	41474880
1211.5926	2+	122299048
1212.12739	2+	125149968
1212.63081	2+	55948024
1213.6362	2+	2594622464
1214.1009	2+	350903744
1218.11934	2+	79148256
1219.09428	1+	76065960
1219.60348	2+	631986880
1220.12887	2+	121558800
1220.14555	2+	77351144
1220.58651	2+	109729552
1225.56457	2+	895292928
1225.63045	2+	12401983488
1227.16571	2+	729334272
1227.59639	2+	150054752
1227.66543	2+	203754000
1228.64129	2+	10478544896
1229.66315	2+	217286240
1230.8774	2+	63691412
1232.60957	2+	401635616
1234.11309	2+	4588219392
1234.14439	2+	2373788416
1234.36245	2+	130674272
1235.61759	2+	2.22425E+11
1237.66236	2+	1627636480
1237.67502	2+	627034944
1239.13015	2+	260860400
1239.57591	1+	48283984
1241.58747	1+	539486336
1246.62096	2+	37437096
1248.11684	2+	124257296
1250.62397	2+	39724784
1263.56976	1+	78871120
1275.63284	1+	39247592
1293.6432	1+	30358508
1297.61416	1+	38800048
1307.65804	1+	467040128
1315.62434	1+	37651368
1325.66881	1+	34919928
1327.62493	1+	33790664
1327.68373	1+	45225288
1329.63903	1+	108622232
1335.65323	1+	44239184
1337.66944	1+	126213848
1341.69579	1+	51576896
1351.64892	1+	172779040
1355.67953	1+	47851056
1357.69394	1+	103669056
1371.70821	1+	89843792
1373.63024	1+	31372704
1373.72014	1+	30007230
1375.70433	1+	37304756
1379.67437	1+	37364304
1387.70427	1+	162075424
1401.71689	1+	48102900
1403.70025	1+	42863608
1409.68622	1+	88794496
1415.70238	1+	40646656
1417.71694	1+	106423816
1427.69671	1+	98279384
1433.70949	1+	44330312
1441.71218	1+	125267656
1445.68319	1+	31710268
1447.72539	1+	181628096
1462.68156	1+	31335132
1549.73067	1+	35505708
1552.78539	1+	77297176
1561.79206	1+	49956012
1574.8226	1+	153443200
1575.80648	1+	62883508
1582.79579	1+	30426654
1586.82734	1+	45135748
1591.80515	1+	71386712
1601.85092	1+	206783520
1605.82037	1+	226583968
1609.81097	1+	34062148
1616.83661	1+	135836144
1622.82208	1+	135497920
1624.83396	1+	240716240
1631.79239	1+	65606848
1631.8616	1+	111800408
1637.8085	1+	34527880
1645.80528	1+	253631792
1645.84947	1+	189763520
1646.90926	1+	183567216
1651.82421	1+	247732768
1668.83143	1+	342760576
1690.80972	1+	39347880
1698.84296	1+	129408400
1712.82358	1+	116661448
1719.87788	1+	32887038
1732.88465	1+	88209536
1736.7906	1+	42953680
1748.87728	1+	65192404
1756.88392	1+	76601968
1763.90111	1+	113727248
1776.91309	1+	54096744
1778.92885	1+	86896576
1779.88848	1+	49427028
1786.89531	1+	41084588
1800.87532	1+	39612608
1802.88524	1+	97373144
1806.9254	1+	58654008
1808.89244	1+	189768768
1808.94728	1+	83651272
1820.93633	1+	181840384
1835.92594	1+	37249332
1837.93953	1+	70845368
1850.94604	1+	257768528
1865.93527	1+	35882948
1869.96101	1+	60427176
1877.92343	1+	50231252
1880.93378	1+	62170780
1890.93711	1+	184167760
1894.90749	1+	36138612
1896.95169	1+	163582832
1910.89948	1+	47896120
1913.96276	1+	31964512
1924.92351	1+	486643392
1936.98437	1+	34348680
1952.97726	1+	109746600
1963.02482	1+	251769920
1966.99322	1+	121593872
1974.95442	1+	44606060
1982.9883	1+	129576080
1987.01027	1+	646368896
1991.08463	1+	78066512
1993.03508	1+	180915280
2003.97681	1+	37245564
2005.08475	1+	66314020
2007.01228	1+	227398480
2008.08629	1+	183994064
2012.99642	1+	125006648
2025.03549	1+	163577776
2041.03125	1+	44755904
2053.0258	1+	43322708
2063.01202	1+	43926196
2070.0294	1+	33534326
2073.05481	1+	150807296
2082.01918	1+	30303860
2087.9813	1+	125363872
2095.03633	1+	534377472
2129.04736	1+	29281512
2132.07546	1+	184865824
2140.02741	1+	32453724
2157.07058	1+	36781860
2162.08797	1+	76512760
2173.0616	1+	39588908
2176.06479	1+	104326088
2202.07182	1+	40450748
2220.08437	1+	78414272
2277.11576	1+	36414172
2347.18797	1+	47239236
2364.15708	1+	93128920
2374.20438	1+	99985784
2396.18854	1+	482171520
2404.2301	1+	49142520
2406.16476	1+	129730272
2408.25826	1+	52825016
2417.22377	1+	51848048
2424.18052	1+	95105624
2436.22116	1+	32547754
2438.19774	1+	226443536
2448.24525	1+	674935168
2456.20788	1+	120558656
2470.2251	1+	44573824
